parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.026028979,0.259487941,0.05591437,7.776829687,1.488396494,7.196306455,5.765660936,11.80556827,11.4577252,18.41894426,14.83178171,5.482025778,11.34098311,14.30928208,29.15160071,0.081893548,2.204532729,30.47445268,35.92820746,30.64012337,27.34869951,35.86388094,0.105654339,12.1378554,1.405344928,4.256021186,4,0.080767725,0,1
79,0.804721737,0.812774488,2.438634055,0.903496058,6.699553329,8.964944765,1.737164,2.903630434,17.26929462,5.871339158,8.035399312,3.046643538,16.34846612,3.302514562,0.746303959,13.77410778,3.101278704,21.74988983,20.53626677,28.84434441,40.65214288,42.21777428,0.902399201,27.78086964,1.418407754,4.17935075,4,0.34914734,0,1
80,1.190200134,0.742558221,0.187540581,1.836701134,6.82991637,5.885137662,7.621176614,10.90475267,17.90060865,6.855872973,5.25185682,11.4983979,25.18798603,25.7743457,4.824939548,27.08634966,14.72399871,16.04681139,23.14470322,9.808972526,22.78183375,38.55423955,23.42461421,27.09184768,1.389822848,4.264415065,4,inf,0,1
81,0.430179394,3.832560394,5.986810463,4.398322465,7.473820658,8.832677518,4.198681851,13.73978704,6.159514656,15.86625619,10.42693056,6.165444474,2.486422405,2.960558257,7.887761979,12.68651171,25.17625437,11.44551759,18.83105341,34.21807249,41.64216817,2.090789891,4.601767166,10.83484165,2.605950169,2.778909262,4,inf,0,1
82,1.341864025,0.345026178,5.948703414,6.236001505,9.94364796,7.844277067,0.523991162,11.50542976,12.38608982,12.17626178,2.33664828,6.736434996,20.18158029,24.92465652,15.31797921,22.90265389,2.644481708,22.15095235,31.83654697,27.84021577,23.31249281,37.89234423,34.28478955,12.698367,2.491530563,3.001808804,4,0.520674448,0,1
83,1.041373133,3.737313498,0.741857758,5.414305192,2.521080305,5.413080068,10.37097292,6.082413267,11.88977551,11.8327492,6.378201553,14.74439265,13.63528704,2.048882663,26.59911935,27.54106397,28.05860044,5.642001445,37.39844961,27.85211118,23.54718728,8.048470292,43.15191473,34.64020843,2.208485433,3.190709079,4,0.303714133,0,1
84,1.575595578,0.201709051,5.663780599,4.269131731,1.335537783,0.804580461,5.711848643,15.40294841,5.008269493,13.99928881,13.91415469,21.40947667,1.827118655,15.64778516,20.25657598,31.07512911,23.37536086,1.932294283,37.89916675,35.5216884,15.42460189,18.67420091,8.9108194,10.48010516,2.299303249,3.17780338,4,0.359905268,0,1
85,1.913832427,0.406587979,5.444671649,0.912899365,0.161858281,6.679349651,11.13450852,4.704455787,2.553181896,6.901252884,21.56890421,15.15188099,6.679302347,23.29957458,27.65850442,11.63047182,11.9498151,23.87041675,30.0819517,11.99824622,10.03029686,33.89350543,6.100149606,10.49019211,2.075283574,3.355331296,4,0.323078803,0,1
86,0.450780952,2.587015657,5.526801475,1.60379809,8.798531047,5.589692441,10.14972169,4.845941137,8.802131418,4.07348657,1.949557705,3.97655137,13.07790985,22.05226821,27.10805601,7.024770852,25.09645292,9.280904161,21.43993232,5.297185366,15.6276823,3.645640321,23.26340616,33.33152892,2.039002568,3.463620322,4,0.351609694,0,1
87,0.008090619,2.806849165,2.034005178,2.641388703,6.440053545,10.60916709,1.974719845,14.30201466,13.09025154,8.798094042,20.51298815,19.55536341,9.548682301,2.606749649,12.42458446,24.48505095,6.739451005,22.54875806,12.71431141,34.12487776,37.19206054,7.981642781,21.97924045,10.02617088,1.724948032,4.127757628,4,0.443879803,0,1
88,0.913955815,1.445098849,4.896045033,0.366492152,3.878277891,5.502278141,10.30024965,14.55419117,4.993298387,16.35536778,14.43894891,0.270727619,19.11919607,16.89785013,20.40057439,18.68671323,19.49971329,12.99662895,36.43059635,39.47771256,16.25968796,36.79192026,45.17854864,28.09694331,1.863788454,3.798480958,4,0.299354196,0,1
89,0.61005236,1.966870877,2.469282455,2.542921977,4.882823201,0.752586968,1.586152668,15.18139013,13.53394292,2.028130522,12.86863065,21.78080286,16.72564755,18.607197,6.750111669,2.606320386,3.093591098,0.138377403,36.38225208,2.591696292,32.12718806,24.01321257,22.99130151,4.202309791,1.74868334,3.923398061,4,0.335825657,0,1
90,1.104086992,0.444565636,5.101128617,2.115918327,9.52746721,1.827918531,9.478251197,5.377385414,11.34121403,4.667133872,0.134820815,18.07976651,24.00761945,27.21168177,17.92671013,22.08930345,29.73293709,26.775591,6.310721949,29.67745143,17.05423367,32.0705589,39.92984319,25.97186659,1.967383568,3.745849122,4,0.369494068,0,1
91,0.02125588,0.340639505,2.572492702,4.699717845,8.595517707,7.375112917,7.453861198,13.38317883,13.39310249,6.557346559,5.383228968,15.70910373,15.82835242,1.905897434,11.59795891,17.16429212,30.35863036,33.81592628,8.287807105,22.47327619,5.634448046,31.1879612,7.047817175,0.122233703,1.477901729,4.256671544,5,inf,0,1
92,0.993505396,0.048315251,2.824896105,2.12834377,6.941595578,6.509412275,11.01675399,9.20751392,12.58872635,16.73724409,11.64799462,22.83514488,8.125610862,21.01467211,15.55062478,2.53535404,10.21332685,22.49381281,24.59811255,2.873005005,16.66230554,2.543707411,23.5334754,8.853629573,1.595946096,4.18701004,5,0.501001724,0,1
93,1.999538237,2.294927623,3.834353845,3.917596875,8.893747484,10.49412319,11.86905973,10.36358168,10.54041586,5.631655791,21.81638809,19.19186863,13.04254197,21.62482932,3.728401218,29.47257158,1.524444026,8.229773142,32.01448135,12.22286456,20.34150532,28.60235786,6.621370926,14.67831553,2.656370976,2.861899871,5,inf,0,1
94,1.697418654,3.416148848,0.685778472,2.984867853,2.713729282,5.879274136,4.336735201,14.30970902,9.482707836,19.62277428,17.71458021,20.32133342,20.61967734,25.51724528,17.41480572,22.1036466,22.74981228,33.14845653,14.58190847,7.747384682,3.238864959,33.28702638,25.94700519,46.32122641,2.214557893,3.308317121,5,0.245180345,0,1
95,1.045271377,1.479509051,3.201191817,6.834934195,8.812604442,11.56138634,8.474573074,11.95419848,14.09689837,5.004216798,18.77664626,22.69993718,14.07269521,26.00019954,15.57596775,7.684643234,13.12093439,11.19719298,18.52288711,34.81024659,12.19735377,32.530387,45.81537639,24.65567789,2.351153623,3.290556557,5,0.694968963,0,1
96,1.45849269,0.433748182,4.382306454,3.676922803,8.791543719,8.090549391,0.806307569,2.497992786,11.18279784,11.45486383,3.977846354,2.763674701,22.47778266,7.867555157,28.76458575,25.92540944,1.227397377,14.41750191,0.118226768,7.187972104,19.40888382,5.619639551,0.933253062,2.168017367,2.08216131,3.450169842,5,0.384239866,0,1
97,0.521037434,2.523782405,1.404633002,7.830842896,1.171951148,5.96858582,12.76754814,4.140039064,12.56366173,13.65345426,20.62606073,9.459097226,7.086903159,7.066329012,10.04700111,25.6789286,21.36700702,14.34864293,7.641417482,26.09888128,2.401073296,24.07375825,15.17905019,28.83745505,2.120796472,3.359889047,5,0.214049419,0,1
98,0.238980948,2.099197532,0.501738032,7.334890676,9.104483799,3.587161331,8.181447735,9.054592457,11.05088973,19.13071318,5.741537594,5.544370119,13.86966082,26.59826774,14.79178781,17.29921627,26.02649365,1.632446105,5.318712575,31.69614317,1.251657133,38.85752076,24.87625682,21.50304878,1.881997466,3.872390883,5,0.30325223,0,1
99,0.890098999,0.717886996,4.753796782,1.027432427,4.189823806,8.066900469,11.1324797,14.76082636,11.4066301,15.7805871,6.780666349,2.33977388,22.88214535,25.44001789,17.74072525,27.73049612,22.33314882,31.76148038,9.101433865,37.17262197,24.05469611,5.266259209,28.57651231,16.39760943,1.83403508,3.979388466,5,0.468301664,0,1
100,0.358417214,2.601743241,5.479728091,0.411240415,7.341914372,3.937412269,12.70680879,1.351879053,0.999423817,10.51815056,20.62520296,23.27954003,6.093253514,23.82559729,19.70795588,20.65352254,29.08217289,33.51806184,16.64753048,2.108527697,22.99474016,8.893128842,39.25224712,34.62446689,1.994737031,3.746618875,5,0.472567675,0,1
101,0.104444172,1.674041659,0.846433788,3.776858238,3.322996266,9.825224993,11.28473163,9.266584809,13.35936593,17.85402842,18.40012431,12.63574673,13.48485544,20.02047709,13.00432773,16.89537804,15.51702277,30.91431494,31.98755689,16.73330715,17.53618832,0.108613641,0.932315102,8.375172268,1.562112162,4.379364113,6,inf,0,1
102,0.506548548,3.480850638,0.837787529,0.144567656,6.897139471,10.45293331,4.977115906,6.348785762,15.53241099,18.64514348,9.916695815,23.39979143,18.14636517,21.10109353,17.33323065,4.307396888,27.46176714,3.768069953,12.74942902,22.57457722,26.14872016,20.15644188,37.39134129,11.9165388,1.693264185,4.233264981,6,1.261460162,0,1
103,1.093240042,0.72643771,4.205086347,6.265925526,4.402394934,9.907708899,5.477039459,14.85617867,0.916093816,9.805792162,19.20979648,20.4910302,20.70421182,14.13253316,24.62240752,15.56109203,28.82244939,27.03103681,16.25043771,5.012769305,19.93547512,3.482092748,40.8551632,2.541950626,2.269700572,3.325672292,6,0.354850477,0,1
104,0.898652363,2.430205998,3.257413615,5.536577826,7.674330632,4.464543739,5.020887495,8.962404729,17.61163413,9.37931853,2.934920687,23.24262188,4.904833125,16.594401,23.08862492,13.41615809,29.2484885,17.72045315,18.29832497,8.067343943,27.00014684,5.502923496,36.09738851,15.42115377,2.373446807,3.293196773,6,inf,0,1
105,1.036947602,2.773481012,2.630555147,1.749855183,4.909084189,11.86311154,12.63268158,13.94687038,15.81191778,9.964375873,0.963244798,3.246284964,13.75063243,25.31845682,8.944595606,10.92031606,13.29797553,21.6905087,9.225764828,27.17434664,3.380164215,6.641762328,42.48766235,16.56045314,2.103542601,3.734042669,6,1.348990936,0,1
106,1.04547325,2.94724585,0.992436678,5.496466393,4.268108439,8.742688761,10.58869547,6.361780435,16.65360195,4.070206357,0.176059641,22.23241707,7.657300214,4.674644594,0.72304876,14.46405141,27.48351731,13.26156675,23.14986556,1.393908979,14.89224382,3.454878658,31.88651912,0.610207988,2.140546255,3.366830142,6,0.580769575,0,1
107,1.902167732,0.08138612,4.146376012,4.623245179,3.668085077,6.483692736,13.46666387,10.32652056,6.312169121,12.26210763,17.93684186,1.893568131,16.34011468,18.07323646,7.482195184,4.697954376,28.95555718,23.94271435,2.846801875,13.57049613,35.82381928,15.47937957,9.942016107,17.96205793,2.348818341,3.356805625,7,0.658099155,0,1
108,1.939569093,2.200364154,2.731847716,2.623379921,6.763874195,10.90174303,4.999979308,15.83555522,5.283496055,4.77984957,8.967083426,4.779021846,22.04833474,11.21686714,17.1920026,31.13153405,6.173987762,26.0662914,27.28759974,17.48035639,6.463101755,10.00533969,15.02654282,46.34882981,2.407699823,3.308099314,7,inf,0,1
109,1.259363622,2.232561347,1.033312162,5.523202362,8.436987961,1.983057064,8.714166119,15.27626525,2.726448532,13.33191015,7.883102631,20.54299823,5.384116966,22.79474379,27.67702271,11.74527102,17.52088361,1.624097758,0.451870584,35.69549961,18.35134078,41.67512059,24.62063258,26.54632332,2.177649839,3.507552438,7,inf,0,1
110,1.305041799,1.328153635,5.721149361,1.309172435,6.321585055,9.995169494,5.026685923,6.032494811,16.38524248,5.997809299,17.63422526,18.16532397,16.34510958,7.829927293,26.3436815,7.775809456,16.77142448,4.359736659,7.253281301,14.61643102,22.49192844,16.69910548,9.741423638,41.90973587,2.189310511,3.432949093,7,0.725913021,0,1
111,0.470820667,2.055355113,3.316481497,6.689118897,2.789886136,5.171203935,13.61370322,8.082022527,13.42195097,1.077323621,2.456454103,19.37341353,20.57059336,12.44826998,28.70192518,29.82765413,14.8046993,3.391938846,34.25491088,12.48732482,8.695682621,12.92786483,31.2032348,36.40258957,2.200329292,3.382429883,7,0.917173799,0,1
112,1.076118388,2.259864642,3.440612214,4.349078029,6.678861569,4.579321897,13.67708358,3.996043637,14.60151974,6.610096172,4.721162666,23.30913975,6.557969889,27.31154989,14.38405922,0.852571686,14.39245469,26.69317308,6.682742509,13.67836524,35.43916386,29.28849258,23.81489107,29.14097711,2.324733832,3.367427809,7,0.773936868,0,1
113,0.262427823,0.641709546,5.220490287,7.896813171,9.38849345,4.584426693,6.751463734,10.71820805,14.63035887,18.36078139,1.928511273,3.084322053,19.12205739,26.96039217,17.01394068,30.31089044,29.13541992,25.32597539,6.844425548,24.77336735,23.43929883,2.750401874,20.19949497,41.27829914,2.254386573,3.418372791,8,1.904967238,0,1
114,0.224451357,1.402969573,5.386065562,4.612434659,7.920836379,4.781611569,13.88962338,0.956274424,2.364534978,0.178634688,21.20950076,22.85475489,17.86689926,16.39132104,20.26413313,15.01242561,23.03630247,26.57902694,9.644620356,39.22176857,17.6719964,29.19920773,13.97934659,13.35768326,2.202019468,3.720422289,8,inf,0,1
115,1.936025307,1.438241216,3.324192922,3.290835262,9.660465638,2.436694126,13.89957195,10.54719945,14.56339033,9.163017567,19.52077717,12.814424,15.00926561,25.68995232,9.424395764,23.23642998,27.37801854,17.28226537,18.52782617,33.65640248,23.33215656,11.87477682,22.39016479,13.24060319,2.454858809,3.372705544,8,inf,0,1
116,1.282300805,1.753865963,3.436921641,4.98278789,4.933834246,11.98211874,13.08383793,8.144364143,12.86492898,5.390313936,12.1346232,15.28556862,14.03318548,16.03957484,24.65310866,29.08472861,19.72525983,17.34370057,28.54773233,8.755073753,13.89268771,13.98773284,29.11286122,0.774646012,2.447693757,3.395896305,8,0.924218498,0,1
117,1.488147243,1.661942697,1.896973188,5.155749606,6.484640355,8.699983178,12.53694349,6.095315543,8.490504001,16.94478944,19.01279608,5.23193221,16.2609182,11.52059965,17.74307593,17.54795161,10.12699989,28.54695593,19.56100077,10.55305958,27.10300682,29.08087696,19.98642822,20.83873514,2.286540452,3.499006809,9,2,0,1
118,1.569359841,2.571577453,4.051439926,0.554633357,8.918669252,4.339147718,10.51650115,6.823698064,2.173036592,15.98061523,1.923698613,23.19653599,21.4576603,27.28906553,22.68806925,16.64492444,23.10439685,30.24264025,18.92283185,15.88586145,25.68370147,6.378536119,21.55449424,3.217315044,2.32002499,3.444421878,9,inf,0,1
119,1.907375547,0.792756298,2.501410858,2.995692368,9.618895226,10.83221538,8.4433709,6.896305208,11.34479282,9.596961953,9.035471358,5.375945069,18.7994945,16.69604667,18.26066504,12.30449499,7.988905082,13.95244236,36.89536634,19.34367173,17.30125531,24.74301979,38.81788629,10.42225212,2.237957703,3.746378568,9,inf,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,9.701030782,1.045315057,9.71127055,2.04370449,17.51232009,3.742387772,2.656649554,4.85823571,7.521708238,3.492600363,23.0471655,6.269430745,6.832567251,4.517674466,13.45239346,4.52258588,7.600431807,7.960107607,5.947384072,27.95668182,0.290457066,4.290457066,0,inf,0,1
1,2,4,6,8,0,0.820316941,0.049551299,2.137498412,6.347330715,14.69590774,16.69002959,5.50433817,12.90056153,10.47418597,1.581848152,15.10259697,17.11568174,15.24195643,20.81426403,32.77462332,31.61324906,23.80961,17.8943472,24.88844414,2.601865079,0.601865079,0,inf,0,1
2,2,4,6,6.927413843,0,0.381255711,0,2.308374592,7.625602987,14.17846269,14.69273676,5.954700289,12.25701712,9.499164738,5.853750068,14.02715962,17.62560349,13.84954081,19.52172769,31.27034696,30.85127569,23.77321931,16.62408734,19.38443161,2.466001823,0.679277765,0,0.048300799,0,1
3,1.99178678,4,5.966767372,6.076388516,0.058486222,0.171867929,0,3.19657642,8.167209651,13.37226236,13.7984246,7.34151546,12.18698961,9.973770034,8.214429138,12.78495738,15.81237106,12.86348981,17.82123853,29.61913832,28.94723877,24.565987,17.1163827,17.39215526,2.395901548,0.797759457,0,0.046177497,0,1
4,1.277279285,2.359103432,3.885643903,0.843452695,3.457652307,4.020510277,4.736772425,4.993548528,9.74965598,6.226442819,9.570050392,9.442153944,9.476040393,8.058347785,18.38536392,10.73559217,10.02717618,9.962179825,16.36842423,12.26529586,16.6961791,13.28923413,12.31597487,17.51102373,1.521846099,2.96692035,0,0.045841189,0,1
5,2,4,6,6.393563451,0,0.019542312,0,2.867392422,7.98063901,13.5028008,14.67565417,6.320970243,11.83137356,9.637492608,7.537783955,13.52994308,16.53193749,13.17522384,18.66259328,29.45058612,29.25490748,23.95009364,16.94987186,18.68289652,2.412893074,0.73420437,0,0.04488928,0,1
6,0.92476055,1.915133807,2.826461987,0,5.240098308,3.244554365,4.94860797,4.614437476,12.29171751,5.19968417,7.277947512,8.854482415,8.388496571,6.680767321,21.26379214,9.525911883,8.276429854,7.694219399,13.28274318,8.950868788,13.95435997,11.79213211,9.681860406,17.9037011,1.221421533,3.568714215,0,0.044347501,0,1
7,2,2.594969708,6,1.600856115,0,1.807542043,5.389314949,5.390890569,9.177606252,9.215827125,12.42617495,8.205927992,9.213463931,8.900632173,15.02848919,10.25668808,10.46208497,9.765570371,20.00785382,17.25297681,18.39247283,18.32294306,14.288749,19.6980559,2.024197104,1.972357972,0,0.043910974,0,1
8,2,3.558159289,6,0.593937166,0,3.749599951,2.762904955,6.709843773,7.580740668,7.708312925,13.17512942,10.33344351,8.708681068,9.603325922,17.69453241,11.03874474,10.71216842,10.59898619,16.9462177,15.51120857,20.37103585,16.29399599,14.65292996,13.73813025,2.095615027,1.842065838,0,0.043761415,0,1
9,2,3.336152982,6,0.645442666,0,4.140175684,3.618936454,6.696118185,6.64150104,7.565771012,13.94413801,10.40640868,8.743327083,10.1474826,16.5874659,11.48959493,11.25036524,11.43203033,18.73553859,15.46128002,20.3401579,16.66066523,15.65185122,14.91494797,2.074875207,1.907394467,0,0.043136464,0,1
10,2,4,6,3.359326998,0,0.70040653,0.085406759,5.082366333,8.076386601,12.10516029,13.86112523,8.554181592,10.68478249,9.741373408,12.97053216,11.54383111,13.85174674,10.9884816,18.43385283,25.08891552,25.02709933,23.47130223,16.55159082,13.9595967,2.26125264,1.216254584,0,0.042817325,0,1
11,1.739761634,2.383942602,5.345056452,0.518127514,0.882548497,4.614049554,5.333375116,5.694142945,8.441652485,6.31846366,11.35282266,9.680432177,9.206043942,8.677131247,17.71747457,11.77131895,10.2226459,10.63934964,17.49064975,12.46297867,17.35040628,13.2527484,13.42506617,16.8153268,1.786471491,2.482348339,0,0.042051844,0,1
12,1.470427392,2.362755216,4.47961556,0.552844904,2.516745327,4.165385115,4.763520719,5.278122361,9.556750063,6.051030911,10.16730377,9.349095779,8.920307065,8.156503673,18.78190356,10.93989444,9.900323963,9.561980659,16.05163949,11.64775582,16.46254665,13.11496798,12.41308578,17.29526253,1.65188073,2.828094782,0,0.041917319,0,1
13,1.135061836,2.227809901,3.450878909,0.352624781,4.173832858,4.349441087,4.724953705,4.884308796,10.39597654,5.252218016,9.473619166,9.127331349,8.99576406,7.516415611,19.27949735,11.37711516,9.102134992,9.662075355,13.66355575,10.15890624,16.12591539,11.27241906,11.58120374,17.82823379,1.400751376,3.234091084,0,0.041907426,0,1
14,2,2.918252508,6,0.649391988,0,2.236562144,4.819713742,5.846573073,9.188157597,8.190621403,12.84291704,8.242202507,7.916656666,8.654725069,16.79957935,10.24687487,10.37640044,9.239290757,17.96800345,15.4789014,18.83016504,16.71223385,13.79648607,18.30042368,2.007600876,2.022693545,0,0.041439344,0,1
15,2,4,6,2.460138836,0,1.467090568,0.938656845,5.749410937,7.942428502,10.45660652,13.39021443,9.364255391,9.868998803,10.13961551,14.30537315,10.4622894,12.61904862,10.65847204,18.93498633,22.05764732,22.90526277,21.46153741,16.64485628,15.09191353,2.213808993,1.361696483,0,0.040474215,0,1
16,2,4,6,3.914041629,0,1.609388575,0,4.971136504,7.850620303,11.79946287,12.75240934,9.509297268,12.07947888,10.28725746,11.84337963,11.36727754,13.07028451,11.38199846,19.52015467,25.37077044,23.68861604,22.97906404,17.0352725,15.1454293,2.305776638,1.142777765,0,0.040336202,0,1
17,2,4,6,4.75856762,0,1.402391553,0.027271518,4.782916321,7.300921885,12.5066617,13.82174419,8.706760191,11.71529894,10.4457371,10.01776068,11.88166605,13.7514569,11.60217734,21.10302149,26.48084572,24.54833007,22.8710603,16.7440809,17.0616615,2.340446368,0.999481718,0,0.04029198,0,1
18,1.94236063,3.74622806,5.843251212,2.032714491,0.248169237,2.156448637,1.732914145,5.685234103,8.067792842,9.467324021,13.32530671,9.227183602,9.476679905,9.697327808,15.16979601,11.03429459,12.22908807,10.76263026,17.51279444,19.83210408,22.41526387,19.57276868,15.8152911,15.21253798,2.161998272,1.607814962,0,0.040135305,0,1
19,0.200565804,1.721478792,0.608081345,0.683807395,9.004799385,3.662114707,3.229258322,3.348524596,13.5534003,4.427914568,6.204938311,8.090251778,9.181025649,5.818716017,20.47106538,11.06122723,7.824172689,8.067055051,8.226694635,8.486046709,14.99431238,9.269264061,8.778158578,19.44678282,0.758357651,4.044559011,0,0.039691164,0,1
20,2,3.250339136,6,0.583163857,0,4.674128658,3.292705549,6.524906533,6.940288304,7.323876836,12.93528952,10.60726016,8.979523005,9.894471589,16.70402377,11.11927062,10.98647957,11.20184578,18.91142283,15.03136482,19.6834732,15.54751277,14.82108254,15.46704372,2.059157658,1.942999241,0,0.039537215,0,1
21,0,1.045863428,0,0.233991424,10,2.316326397,4.413523209,2.381145317,16.31080501,4.055865789,3.862979558,6.745161868,8.748675004,4.660623472,21.24117603,9.002188589,6.452049379,6.08916058,7.012832921,7.44996229,12.49069918,9.134787559,7.204219398,23.21501899,0.461097449,4.207227964,0,0.039223263,0,1
22,1.984184616,4,5.9052713,3.83902886,0.117822356,0.345967183,0,4.54118872,8.547572827,12.25943688,13.73286347,7.953751443,10.97631124,9.84688143,11.31992588,11.09882164,13.42171382,10.94981115,18.67477575,25.96740411,24.74367725,23.79391347,16.99875535,17.15931909,2.273461759,1.166642904,0,0.039182735,0,1
23,0.834056638,2.059813386,2.523946528,0.082531202,5.820902996,3.196901755,3.708249369,3.884692831,12.89328966,4.928573108,7.535243588,8.08473203,8.449739977,6.288443228,20.24381484,10.28632252,8.342605131,8.283455779,9.33051914,9.594530412,16.25152065,10.88340408,9.86888432,19.55925333,1.180388777,3.600910737,0,0.039069545,0,1
24,1.431239797,2.298518249,4.307111273,0.259255737,2.832782647,4.002614199,5.091930442,5.313981981,9.91324118,5.819524426,10.11769765,9.123512149,8.443734929,7.923790356,18.86993791,10.61701445,9.427559975,9.427279399,15.88965056,11.02122312,16.29061814,12.5511347,11.85680499,18.16104232,1.591795009,2.938342363,0,0.038701786,0,1
25,2,4,6,3.012835171,0,0.718071901,0.631658987,5.714039524,8.114612113,11.52915023,13.81771939,9.048716725,9.928033975,10.17916007,13.40661646,10.50205403,12.52021078,10.36390782,19.24560397,23.50716362,23.40442768,22.90075026,16.33240996,15.12441061,2.236522416,1.265629992,0,0.038312543,0,1
26,0.352265499,1.645147274,1.047427659,0.840658011,8.313711948,2.907904422,3.513017669,2.800531147,14.25832558,4.839830433,6.275201823,7.109322445,8.867761093,5.428596547,19.81799815,10.84651482,8.142544527,7.688069741,7.755742074,9.449441412,15.62298707,10.13120166,8.707057987,20.64720311,0.869521596,3.971959795,0,0.038258637,0,1
27,0,0.992465303,0,0.758939123,10,2.55126329,4.096549916,2.323639577,16.04633347,4.077033068,3.719518342,7.176383071,9.218263567,4.819588854,21.08032108,9.518097305,6.633043428,6.356267498,6.884253526,7.658530188,12.53432862,9.423276145,7.476219299,22.32511371,0.498502841,4.193710153,0,0.038151283,0,1
28,1.977941835,3.594055564,5.99692317,1.449389637,0,3.899826639,1.650202354,6.075579087,7.533678968,8.304246167,12.98100258,10.42892486,9.970909025,9.928869086,15.47475991,12.11708,10.84433126,11.30622179,16.29440797,17.49381748,21.11033041,17.50381492,15.33805406,14.87115461,2.12824862,1.691974383,0,0.038126168,0,1
29,1.27168968,2.354404571,3.835860206,1.196504819,3.684830932,4.121974742,4.628417332,4.797691152,9.328630451,6.460728181,11.50391318,8.41210552,8.860912129,8.138111545,16.15730067,11.83089124,9.709855709,10.30163288,15.31131842,12.57513621,17.87698527,13.03272001,12.56653671,20.78665175,1.550548826,2.942552412,0,0.038010136,0,1
30,2,4,6,2.152054674,0,1.443874782,1.432414093,5.867465149,7.444344643,10.82989884,15.09896566,8.582471177,9.258662501,10.10501035,13.52113799,11.1860556,12.56501069,10.53146838,18.98534934,21.99350407,23.19449294,22.02949728,16.57775188,16.13040573,2.2088233,1.423198979,0,0.037899924,0,1
31,2,4,6,7.284429636,0,0,0,2.520649676,7.495300822,15.15878593,14.19222216,6.102216309,12.97968454,9.644452906,6.054737551,12.95696031,17.95677264,13.18210074,23.03312389,32.68700669,29.20619918,25.35322483,17.13811166,19.08010928,2.536193771,0.677900466,0,0.037888463,0,1
32,1.957786677,3.945860424,5.873715471,7.111330864,0.165422777,0,0,2.27678289,7.983993989,14.08832259,14.95005795,5.624409721,12.38786668,9.650589231,5.540943489,14.08068055,17.03988281,13.63146863,18.87638519,31.30682096,30.24907798,24.18325426,17.41688091,20.71199977,2.445893993,0.711960181,0,0.037867736,0,1
33,0,0.757850692,0,0,10,1.39595707,5.014499403,2.000850584,17.61761521,4.011093413,3.695609897,5.762511827,8.145400411,4.18414388,20.98422456,8.355463461,5.064914626,4.885293142,5.908697723,6.567571577,10.98477666,9.069991271,6.389808058,26.24666362,0.396337464,4.236604923,0,0.03778197,0,1
34,1.934931581,3.75010254,5.80397777,1.269349634,0.457540026,3.754343507,1.663479371,6.273142644,6.960996871,8.354847801,14.37918643,9.920711952,9.160631912,9.984019047,15.35606782,12.93582157,11.11087232,10.58729552,16.9382537,17.05239983,20.68601515,18.20308357,15.57134922,14.19179089,2.119777294,1.748489366,0,0.037731595,0,1
35,0.364523842,1.516135894,1.096568485,0.64992582,8.183173641,2.867479975,4.282322064,3.081675384,14.056932,4.786258443,6.400817531,7.386649613,8.862685312,5.789440976,19.61868319,10.38535031,7.560547406,7.697852657,8.861535828,9.062805876,14.61045695,10.58986181,9.027497136,21.83147904,0.836755274,3.991614327,0,0.037653091,0,1
36,2,3.69385587,6,1.428329765,0,2.521343066,2.473483839,5.834492192,7.682615246,8.997054143,14.29474168,8.817919076,8.832557358,9.702177383,14.82683545,11.38974656,11.77624369,10.80032547,17.79275276,18.40100055,21.74433549,18.64368269,15.66833952,17.16096925,2.147479206,1.652064765,0,0.037417476,0,1
37,0.99910297,2.024075041,3.05921695,1.01809026,4.798002257,4.192021244,4.047189216,4.477593395,11.14706797,5.772294482,6.961007216,9.842073703,10.25689424,7.151222025,20.25048902,10.74967166,9.966876855,9.508584186,14.62776453,11.66087368,15.84607661,12.06329054,11.41751604,15.08350232,1.344929108,3.338582303,0,0.037327836,0,1
38,1.504831024,2.456874245,4.582163352,0.95015554,2.376391483,4.970431977,4.897127503,5.332332471,8.516958774,5.892692535,10.4838418,9.816920965,9.274729424,8.459405832,18.08827082,11.62085854,10.74291162,10.75880342,17.36849821,12.02520307,17.39583026,12.59521198,12.58286271,16.59730042,1.705082022,2.698179873,0,0.036698878,0,1
39,0.260273887,1.593788811,0.788971225,0.117190678,8.712521209,2.8807084,3.736642698,2.849608434,14.70711822,4.220846157,5.111554003,7.612805684,8.916888238,5.417557477,21.08816445,9.51789369,7.745051457,7.430338123,7.713988048,8.240572788,14.38245352,9.859122663,8.406200531,21.25484436,0.73042955,4.067084826,0,0.036658222,0,1
40,1.120679779,2.17044797,3.434874249,0.844222427,4.24484998,3.983364399,4.271778135,4.564440314,10.84422742,5.775309233,8.403263032,9.243911258,9.800603094,7.487501408,19.21169815,10.86350802,9.440312891,9.068783393,14.38003083,11.56336306,15.58193025,12.60604396,11.64555403,17.13196475,1.418580563,3.192056145,0,0.036447078,0,1
