parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.745092502,2.024366312,3.229939637,3.347199298,3.919626081,11.93620609,11.36436972,10.4346521,13.26353558,15.39793479,13.69099591,6.01218658,10.15798393,1.36650321,3.229401056,12.89599105,20.19220864,7.945566837,25.29089824,20.86028708,0.139213642,36.83075103,23.37738057,16.807898,1.711292179,2.208250658,3,0.219829015,0,1
79,1.58841175,3.410319263,1.831622623,3.495154416,9.075654063,0.641804734,11.23026792,1.136367645,17.15326288,14.59804636,18.94901037,11.13209277,13.71832237,17.09483562,16.19345127,25.96389972,11.55564427,7.061039721,32.82418044,6.823920649,6.876665483,22.94898936,7.407994061,13.01912375,1.742724707,2.159299062,3,0.305535134,0,1
80,1.732771451,1.218339316,2.896675241,7.171561397,7.428287946,0.758291172,12.60430393,11.55016844,5.050286194,12.176854,20.26581809,19.69576431,8.93820309,27.00743667,14.14854235,5.364117789,2.857288385,15.84471852,35.61024804,17.54785259,12.62230068,4.830521589,8.985780658,11.97586999,1.894939834,2.069647431,3,inf,0,1
81,1.38163603,1.336247103,3.196465898,7.721408363,7.79878936,3.352109892,11.76442868,4.395866822,14.06931213,6.389088636,1.258657048,9.823255472,24.42695905,15.10814099,6.596298869,24.24083218,5.31659288,25.19767977,29.32672927,18.55534994,13.63072696,26.12591735,1.244224957,42.91613499,1.860324852,2.076124623,3,0.280623207,0,1
82,0.73286498,0.703669733,2.273312323,2.983193866,8.428053917,2.287219996,1.028201904,12.59970162,10.33075919,11.33287552,16.81931775,5.023348163,24.67582523,15.55923212,11.44148838,5.85834026,8.645010314,30.60238406,13.47645361,30.46427047,0.366649091,3.554553792,2.294055126,38.65072035,1.23087204,3.289670224,3,0.593476222,0,1
83,0.360103532,1.535106791,1.040257427,3.102210021,1.092702402,10.22102169,13.40133915,5.390922664,16.04017478,6.717123163,9.587420305,2.749004568,16.31614787,3.414035902,7.781593067,6.610048034,7.000629537,19.0382804,35.78138962,11.12967912,1.69084795,29.49653456,22.45066467,3.388514034,1.197993436,3.510522005,3,inf,0,1
84,0.467158703,2.160595206,2.841126258,5.554187095,5.880077862,0.727947354,11.50544437,3.955261411,7.314767621,10.64628575,15.0575498,13.96644521,1.533837522,24.01947747,9.839722343,3.447906089,10.47904799,11.60268413,10.38106906,38.26774595,10.33696595,13.95121803,42.81091349,16.03818084,1.502647546,2.590363672,4,0.175877023,0,1
85,0.755235997,3.421907735,0.655129848,5.014227851,2.090721871,2.820001182,7.267344501,8.586685748,2.628936876,13.35591584,17.98350823,6.044275952,0.797718803,4.433558858,23.45460127,9.902294649,17.88866267,24.448634,11.22521198,1.778753679,27.4488412,18.59476766,43.11539984,36.63271071,1.50981699,2.556224408,4,0.164320369,0,1
86,0.582133143,0.823539843,4.838077278,5.947757769,7.947465881,0.468284217,10.01068794,2.364077355,3.056269892,5.125502515,11.73463115,1.817952405,18.26012801,25.3469885,13.20239521,21.90963769,24.31695393,24.58102456,28.23726903,5.650646623,7.563225378,14.31348839,43.53660487,0.062250187,1.549183702,2.479032502,4,0.376562127,0,1
87,0.896982084,1.917973507,2.11017798,2.127593644,7.68215056,1.823147316,1.358156684,2.092237693,6.871418658,5.472583553,20.15663423,1.700853785,14.11851357,2.028949764,26.19755292,6.070049553,14.24097203,30.43046408,26.58447823,16.36206245,27.64249804,42.41657817,29.12662813,43.94444771,1.35960551,3.041160578,4,0.590313821,0,1
88,0.725407779,2.44191951,1.062404553,4.449362375,5.443354822,6.752701468,3.336664992,7.750098912,17.63092554,11.31736998,7.509814822,12.98464643,2.587981475,9.989722759,3.310566719,30.95177905,18.03468835,3.397624857,32.63436659,5.707320407,0.854676447,43.33538299,31.42101305,11.14476568,1.387291175,2.827658941,4,0.310232137,0,1
89,0.620085062,0.954068043,3.996700765,3.514852138,7.171194472,1.437166603,12.97761367,2.650313404,3.757649426,11.84191393,14.26080846,10.20290541,9.349545931,12.0787613,27.00389089,3.838492506,23.07222064,33.11555024,34.07523643,35.9071402,37.7544385,7.699855489,14.8397208,1.086694629,1.375648017,2.894598737,4,0.202363466,0,1
90,1.489387199,1.000573719,0.12868207,6.716128438,4.473330932,0.951621368,4.608486188,2.599415661,5.2366417,4.146614706,4.943425071,23.1853646,11.84381803,23.29052114,25.68879537,17.8426868,15.7349735,21.7454524,27.03393726,7.205665043,24.53202198,29.16977014,32.68462927,11.99710772,1.460592128,2.676891985,4,0.379852842,0,1
91,0.696681311,2.993992046,2.44428053,5.070194756,7.515769205,10.14771847,12.45776522,5.236108693,8.773207124,1.501890504,3.059068837,16.41244272,17.98964503,9.150532118,15.5441817,4.819929276,0.113270093,20.04818122,2.054729955,37.3027723,34.80003636,5.116270958,36.19285226,18.92292894,1.685106304,2.478116655,4,0.512433649,0,1
92,1.403507329,0.969472477,4.773738114,4.805445828,7.19705929,11.82197059,5.253838182,9.329135257,3.521768835,12.2412609,16.82778663,18.92989015,14.61800198,2.604977311,28.26324847,3.926069095,1.060826222,29.08576209,28.99463482,20.8718762,3.240689599,41.29980463,22.10926413,33.81332871,1.727131114,2.216492817,4,0.361721363,0,1
93,1.278610561,3.470162267,4.618311704,0.977121144,1.735016236,0.087451958,2.533534723,3.13898237,13.41791094,4.737728918,17.95073773,18.06534786,17.46707271,8.659820621,23.16935986,7.397414215,31.19922073,12.6660883,13.61917202,27.32959832,2.707284608,22.30223431,22.31547781,29.52834344,1.759962123,2.161905211,4,inf,0,1
94,0.813057002,0.979687625,1.09215149,3.06880764,7.993443599,5.988377308,1.410840828,12.55588214,16.95714654,17.48506331,0.542725347,8.103291538,22.31572136,4.89052549,16.56324874,29.02121843,10.19322027,32.4505896,4.630363105,12.30702038,25.94980199,19.28924418,14.33026166,41.27756894,1.264399462,3.438784546,4,0.642118516,0,1
95,0.619802306,0.125498991,0.038156093,5.988381389,4.072867623,10.73387209,10.33055535,10.72381277,1.191113837,10.09446135,17.60496183,9.620061661,12.66181089,21.36884125,4.688348159,29.96880753,19.86848801,6.02338139,0.300267828,11.75312958,7.928349349,1.285870403,5.349391469,18.60339959,1.214028833,3.569754449,4,inf,0,1
96,1.285362003,3.595456231,1.648654382,1.619146074,2.274484912,11.12075768,9.638928146,10.62149016,3.552168764,11.50972269,9.202923508,2.084300332,15.51950224,18.21306069,9.481228578,22.02187928,25.83458811,12.19854566,0.241500897,39.44071784,30.27906551,0.785462712,6.167911787,5.549932823,1.558326403,2.53025533,5,0.228105679,0,1
97,1.02892365,3.628392186,2.092382766,1.703932231,7.572888029,0.962397671,0.390268258,7.39969627,9.086400507,14.49937329,6.35837395,9.946757152,22.92175424,25.51140372,16.17164955,27.53896192,11.21337131,34.64538354,30.84363093,18.27381369,16.81001601,16.71957091,37.84066134,13.10528425,1.555303807,2.580381016,5,0.199836908,0,1
98,1.097294656,0.89008832,3.869454368,5.303687178,2.727994469,8.325512178,10.26626827,5.405756697,12.36664374,11.09097332,4.321477634,13.3491326,10.29053732,1.089712303,14.48630778,31.33107259,32.6256062,24.05832191,8.474104993,21.61710977,33.83270835,2.704090247,10.99646713,38.38909928,1.615725565,2.497166515,5,0.447792164,0,1
99,1.775737397,0.380500301,2.452271677,1.008120507,2.304671441,9.650677909,4.52625539,14.96833975,14.19705959,0.765162033,5.156787262,23.60746098,25.24566049,4.055639068,8.776141243,16.91320692,29.50230792,29.74768023,30.44902227,37.14173668,26.99257343,13.41766278,10.83668961,35.27710053,1.366078081,3.089496906,5,inf,0,1
100,1.34120988,0.263166285,4.746934419,1.623911491,0.048994675,8.451049498,1.649142971,9.924309008,7.21856769,12.38979507,1.336144095,10.61695526,7.085886778,10.66781727,15.15123417,2.322006248,22.73434457,25.53548455,23.72467704,11.06529979,0.165355991,26.71813038,43.05956688,0.6329662,1.432819118,2.837007342,5,0.462407233,0,1
101,1.244721721,0.210739165,1.784681133,4.956683876,9.856501277,7.966667939,2.939249257,13.60954743,10.38254013,17.79902096,4.246408155,8.052164315,24.88146347,24.25603865,7.701440217,24.33713141,12.33552727,35.99288818,14.99941707,10.57730957,26.43065248,31.91968172,34.76405323,22.68368473,1.398541465,3.010424477,5,0.425236168,0,1
102,0.478688973,1.11248762,5.146403814,4.244727852,0.031151155,10.05371187,7.588841076,13.33959676,14.63347232,5.428707479,19.82982481,8.221640856,2.333083857,11.90701879,7.554570349,17.00623909,24.66330354,6.211005208,33.17292314,32.64774197,24.20042797,6.076993875,41.46784502,31.41959578,1.544231628,2.685544615,5,0.360491529,0,1
103,0.956656046,0.572815165,2.937538227,5.67501728,2.06900007,8.093794099,3.785277174,6.011790324,16.63346328,14.48058455,21.61309009,22.6135523,0.555705123,22.82780955,13.94946138,13.43051754,4.496434695,35.23498324,1.514562035,13.09928367,26.18075869,16.74570388,2.12781184,15.40029125,1.475133804,2.744385786,5,0.418473123,0,1
104,0.904513989,2.532874743,3.0170863,4.590805871,9.176576187,5.39555304,5.705435963,2.00757749,8.318234264,2.721088166,0.736008682,0.515120155,9.588143042,27.63151585,15.14521061,26.9711273,25.34465045,9.434035833,28.13412422,6.637992851,40.96896071,34.66991014,3.958511046,8.650675309,1.736498896,2.493237701,5,0.593560935,0,1
105,0.324058864,3.705358226,5.606695147,2.309583562,7.847904997,8.938910724,0.895322135,6.662796283,16.35978984,5.851923808,17.04033372,13.31071617,24.19981099,24.77999463,21.72892011,19.88303273,31.84912294,30.30829686,32.50417638,10.86232461,2.408376919,21.58941895,4.306874185,11.09298041,1.795287749,2.328013561,5,0.508661637,0,1
106,1.52349998,3.488047108,3.856002807,1.202638928,4.662949743,2.623999704,13.82653856,15.14378844,17.35875143,5.702600717,0.720067847,10.90209405,5.20856111,20.4528528,5.605288563,27.27780972,22.9296443,15.45984612,5.002508746,25.65688633,12.7384875,6.051904233,36.26524214,13.69715176,1.802939932,2.162801781,5,inf,0,1
107,0.364379868,2.841271438,4.64388051,2.774949736,1.833220041,1.98493668,11.91397804,14.92962081,17.71625885,8.260500197,18.34342785,23.56393533,10.15434628,19.9240282,18.89532463,31.1011856,28.371014,24.84003783,8.509048518,16.05433897,1.244630422,36.54063916,19.16238147,25.42004451,1.59076184,2.570726947,6,0.15659271,0,1
108,0.639143544,3.8809575,1.111054342,4.069227824,9.537251781,3.182261651,7.855668115,4.689098516,2.081008957,8.741229757,9.051939368,14.08234755,2.016730691,5.332934366,26.32715524,18.43331632,19.5552331,18.68766805,26.335958,8.299720494,1.913198424,12.76918748,7.181312529,47.81391365,1.559077199,2.583616675,6,0.38181127,0,1
109,0.949404999,0.343071606,3.714287768,7.104857564,3.148923699,11.97632005,10.09942581,11.33351808,3.999482972,2.631850508,8.283439122,6.454484341,18.8015316,6.663698051,6.567774386,3.358215053,2.779214944,22.21740779,13.04520011,30.97511435,6.047314159,38.10400422,0.613977177,22.57529719,1.622602845,2.521164508,6,0.771539436,0,1
110,0.271156753,2.93641512,1.11148046,7.86735928,3.356501411,10.85806477,11.35004301,10.9839974,4.2988171,4.011269654,18.85664976,19.3491083,6.394142202,1.80382551,19.75996132,29.97729415,15.6259979,19.92236702,3.259919685,13.43945456,36.91652407,37.80653739,34.77811219,0.631686757,1.620158545,2.56263533,6,0.124215629,0,1
111,0.487715337,2.656145002,0.986946821,3.094526161,5.892611767,5.891919538,4.865451128,9.377420281,15.25794566,9.030746053,18.68381007,7.573317468,7.500170383,26.60824587,27.50506795,15.0315257,31.30395801,5.07556562,37.66950266,2.708633464,23.90887937,42.3975853,19.93678562,9.433614172,1.370105554,3.181304315,6,inf,0,1
112,0.912109139,1.446033721,0.676147776,6.29186381,4.397520506,9.032963243,12.10011393,8.259481029,10.50009983,19.19209561,9.382929921,19.28413551,1.372332059,26.98062268,21.0122116,19.91222167,31.25798955,18.41608811,26.00077634,32.0299315,34.47638575,34.44450356,16.15468951,11.2312415,1.454875574,2.879769667,6,0.536823051,0,1
113,0.129616762,0.847466403,2.930901471,6.429415313,8.572953451,4.941369601,0.86685611,4.298087726,2.349516868,19.2370899,0.924931116,18.73309407,2.095535514,5.917130789,6.421412099,12.74352018,6.399041934,22.76566326,34.10642832,32.11381277,0.569555581,30.71041758,40.33887482,20.52940263,1.421250274,3.067997063,6,0.51767208,0,1
114,0.87031125,2.471787579,3.580203216,1.28679711,5.697172059,11.51640675,2.773406493,3.577253541,4.097756919,0.740361622,3.109314132,22.36944337,25.62956478,11.18147054,24.62077383,6.754718475,15.9843743,14.19341928,8.982864516,3.264956088,2.756986414,6.966799104,23.98640199,44.9841261,1.547730236,2.831751195,6,0.554195774,0,1
115,1.320091503,3.016201015,4.266800139,1.950030716,4.041207402,9.744687256,4.747333289,12.46269266,6.211016202,2.402602055,15.84782526,11.65011819,12.33923815,0.449936294,23.52247882,16.34893784,33.41010348,4.500799779,1.767981579,9.441971217,31.42520202,31.95012961,6.293412858,13.0683697,1.827780934,2.274306133,6,inf,0,1
116,0.641609011,2.687808179,1.615664543,5.656124015,0.713040047,10.30338863,12.06015831,14.19251311,8.065092167,16.80007669,0.463821766,23.62941327,13.55583376,19.56817766,5.84850482,23.27326045,0.219326818,0.263993937,4.17943514,17.63161138,0.713069673,8.350142982,11.35848587,36.86916447,1.583116884,2.62954267,7,1.448605026,0,1
117,1.455832174,0.072107417,2.379501719,7.758227734,5.756616006,0.604152271,11.2577085,15.83759503,16.13083465,10.65953503,15.29434188,6.732866212,10.88790018,22.14799795,15.94595211,31.43805107,18.87291145,35.26917105,5.141356193,25.49462567,18.23658337,40.90285913,16.24612246,1.371387924,1.788279659,2.619822117,7,1.014064049,0,1
118,1.845972352,0.724959363,0.975379699,2.360263065,8.630944957,8.298793684,4.05660579,1.859984871,16.26066393,1.284531599,10.35079697,13.56419153,20.53250205,17.60835243,10.45663957,30.65499503,31.42421927,11.16457689,3.996727105,33.44051981,37.75193402,29.34096783,13.97533336,47.21357967,1.432240007,3.089506732,7,inf,0,1
119,1.90107113,1.710755542,3.045228457,3.586710975,8.824656418,6.340926965,7.589984578,13.79694957,15.80501904,7.53987885,3.583487306,2.054209634,10.62605202,25.23522372,11.93700655,30.90228046,20.18289116,21.00613428,0.745604491,32.80715961,27.86984824,43.99620295,19.03469511,1.256804474,1.889368033,2.388215935,7,inf,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,3.536641451,4.92614491,9.795081242,11.46255563,7.659499739,8.619716391,7.923369893,8.266119677,8.230364712,11.3324713,10.65542432,12.54542584,14.34989458,14.72085856,13.73489549,16.84805077,24.50930463,23.8560321,19.09070784,16.32124852,0.123733301,4.123733301,0,inf,0,1
1,2,4,6,8,4.662736611,4.895117128,5.120845295,6.612660494,7.820373184,8.918198034,5.462009255,12.61470374,9.16378973,11.26635206,12.52553139,12.78927778,16.90300096,9.359918455,11.71490667,16.9237271,13.3941179,16.34282846,24.39856604,28.63916879,2.132918001,0.132918001,0,inf,0,1
2,0,0,0,1.209320357,4.547125981,6.525086671,7.465854117,8.691151562,5.533121445,6.564950882,8.654974667,7.913933118,8.569276762,12.51516263,10.48065864,12.01142514,12.83302856,12.28997502,12.94571705,15.91132149,20.78775792,19.1488724,20.09148898,15.79198575,0.191154348,3.964406781,0,0.058385446,0,1
3,0.303798649,1.631023239,0,5.3185138,4.340900126,5.743357263,4.639126386,5.728123238,6.696282905,7.152397569,7.435248028,8.281324637,10.86732518,12.82193797,11.89391741,12.49220387,17.99608697,14.46562388,13.75017748,15.13552999,16.36290547,18.22775303,26.8916451,26.43571122,0.719122788,2.882418749,0,0.049973751,0,1
4,0.192286279,1.883411838,0.753153003,4.725957593,3.953661737,4.574215264,9.115590941,10.75999318,6.052076292,7.812920494,7.272796885,9.517426992,9.702518365,10.64655342,8.688256767,9.63234539,16.62447391,14.64695855,11.38159133,17.78608905,18.17389733,19.77788105,18.32235591,23.33997025,0.765259292,2.840359844,0,0.047019715,0,1
5,1.316177484,2.791562914,6,7.056129584,3.638927346,4.801145775,5.943262118,5.616607595,7.703722271,8.024173647,6.439554118,10.9153136,8.936603155,9.164782477,13.16476845,13.77569464,16.67085096,9.888800346,13.48822373,15.83268281,15.14556652,21.51519045,24.28145423,25.93138195,1.735384921,0.878391419,0,0.035157557,0,1
6,1.545627559,2.081937898,3.69327714,5.001359874,3.726460158,4.810935989,6.889834062,7.246718556,7.737033647,8.900021995,7.510866077,9.416661126,9.706542693,10.32982278,10.35333508,11.19478921,19.45209537,8.611070981,14.79098746,18.42177057,15.73740059,18.59030149,26.37508185,25.5725032,1.383981493,1.58295985,0,0.04557573,0,1
7,0.986180575,1.784205671,1.511294915,2.674002974,3.432311721,5.27790162,8.591916186,8.479226326,6.437857866,8.003667507,7.021917035,9.809631498,9.538767799,10.20719915,10.80662713,12.17602135,13.53095035,13.33539761,16.8199908,19.37294948,19.96888925,21.34982263,21.64337961,21.59334142,0.876637324,2.58872548,0,0.045078562,0,1
8,0.121883295,0,0,0,4.198807064,5.949835617,8.05980226,8.870726056,6.214540031,8.556097701,7.928310138,8.03358406,10.59970371,12.7728277,11.13042047,12.32185105,11.50099095,12.16905047,13.7136172,17.48805264,19.2198527,17.84084543,24.1449459,15.18898448,0.159181909,4.067769438,0,0.044985086,0,1
9,2,3.30189735,4.396575109,7.789854871,3.967453662,5.197009341,6.190261769,6.738633099,6.389356841,7.368950395,4.968305334,11.33403238,8.658841574,10.31645007,10.9910171,12.43680553,18.00139294,7.641939165,12.79277153,17.18354292,13.7332963,16.28789288,27.00991794,25.34463556,1.901718815,0.603765743,0,0.043764666,0,1
10,0.900487441,2.922231309,3.96296262,7.309385188,3.583467878,5.154966663,5.910372514,7.150488476,8.617348275,8.436465157,7.655248608,9.315969878,10.03336588,12.68980424,12.59853006,13.12732983,13.00596858,13.48525796,13.1749326,13.95736153,13.66702742,17.63164698,21.24417185,27.41011057,1.482332724,1.349880024,0,0.043752655,0,1
11,1.644462931,2.467208835,4.37566318,6.880890207,3.559145748,5.241813175,9.162670319,10.37222018,6.727513963,7.48505315,6.950019577,9.936478938,9.47466717,9.558080002,9.692571462,12.30653027,20.78191199,7.417658812,11.14889452,12.30949482,14.89162046,16.10555202,18.43702464,24.58495466,1.640034384,1.097401164,0,0.043093878,0,1
12,2,3.621905206,6,7.377317835,5.180255123,5.603013523,5.423610179,6.056696556,8.960429919,8.998975809,8.319170007,8.437173139,10.5687037,10.23013516,11.89215474,12.06160516,19.89272718,8.406905845,12.45948921,17.79492685,13.62173752,17.88574869,28.42725521,28.68381252,2.045830765,0.304369219,0,0.042801133,0,1
13,1.916864917,3.305412295,4.753142686,7.269436487,4.418392484,4.728367792,5.754409492,6.407368822,8.296740897,9.449877624,6.921232083,9.796086662,9.68853059,11.15479722,11.80124222,12.2140277,19.74451218,9.373446183,14.53974818,17.09288863,15.4718368,18.53906095,26.89307209,29.16132287,1.867921554,0.639438243,0,0.042691835,0,1
14,1.357633813,3.316303778,3.857201417,7.493152252,4.527737014,6.364785859,7.040871018,8.250088498,7.092237191,6.835288355,5.826751421,11.50516814,9.729342676,10.70173282,11.96480936,12.30296751,17.00810358,10.45764438,14.13308629,17.07837672,15.58873869,17.83376503,15.56738242,25.40540124,1.679026919,1.047921241,0,0.042368619,0,1
15,1.427174859,1.893324017,4.61168214,5.840581977,2.514783469,4.82530466,7.262741459,7.103290293,7.046792863,6.763258822,7.542342494,10.21261703,9.980609597,10.13346633,11.84997647,12.52989002,19.11028646,9.851318448,12.36472416,15.86895864,16.18326099,16.67760458,26.99059582,22.95047783,1.479004077,1.45059677,0,0.04233144,0,1
16,1.145780277,3.751083966,3.823064861,8,4.006128474,4.853923218,5.622968389,6.374324387,7.283863493,6.219170133,6.486117109,11.14045002,9.952545482,12.13301978,11.91323476,12.29954063,16.01992108,15.44054861,17.16599346,18.45658356,16.57094067,20.60113512,22.0023306,27.93463094,1.693985041,0.972227131,0,0.041978043,0,1
17,0.012786389,0.009502206,0.107311217,0.482623314,4.145567748,5.765439651,9.70307428,11.26373025,6.669604606,8.236452761,7.753099333,9.964270098,10.62269481,12.52915457,9.738602076,12.8760138,13.13427821,12.79399709,15.13581643,18.85808446,16.62591192,17.2311241,17.01467664,21.4622834,0.173469766,4.042996971,0,0.041813276,0,1
18,1.41088702,1.488925676,2.973447214,4.641891229,4.662897719,5.86961112,6.887911571,7.923913933,7.313774231,7.434630829,7.484994044,7.931188826,12.09920793,8.840278248,10.02062098,12.43254611,18.44454706,11.21846174,15.20582411,18.10990655,18.51680214,19.7078667,23.52652404,23.8597167,1.20522658,1.974997777,0,0.041726032,0,1
19,0.078391861,0,0.197976228,1.125113787,4.442105211,5.944124609,9.322387369,10.62840867,6.884444064,7.845137848,7.888867499,8.671387515,10.18393566,12.59704909,10.84569771,13.13674027,13.51586231,12.13783465,14.87768791,15.30576712,17.52617116,21.52120117,17.55795335,18.88272118,0.218316335,3.899069547,0,0.041703098,0,1
20,1.613237147,2.582611779,6,6.653320602,4.118073429,4.738387884,7.458256482,8.34910514,7.652503896,7.429750712,7.162316329,11.78367868,8.611827232,9.421516754,11.00159576,11.71207001,17.78506273,9.458416952,11.84284544,19.39136492,16.75946202,17.38267711,24.15437165,25.05229429,1.762883507,0.836978617,0,0.039981908,0,1
21,1.186630737,3.151075577,3.551528172,8,2.970696736,4.524299111,7.180299282,7.191142907,7.287353697,8.458426894,6.192523712,11.31596226,8.752141318,11.36018452,11.73051485,10.77208364,17.4636605,11.22540815,12.18453883,13.19353551,15.98927929,16.41332707,23.03064293,28.02179677,1.614073563,1.154565126,0,0.039917303,0,1
22,0.988922993,2.5228331,2.920144178,4.859902594,3.291023764,4.656911986,5.354908886,5.482785095,8.665414109,9.28891944,7.269499254,8.926260467,10.08500549,10.87877339,12.18978898,10.19223476,15.48579037,15.22747956,17.37682684,18.50295709,21.8423192,20.54437934,26.15314815,28.35164103,1.217185334,1.888162896,0,0.039867345,0,1
23,1.698428244,3.770640265,5.933161066,8,3.737543415,4.228897793,5.033901745,5.291209982,7.460184602,6.651667462,5.206558222,11.95630719,9.876729065,10.4575979,11.88352703,10.70229841,17.73601212,13.74274391,12.27665432,16.49919406,18.48554453,20.42934488,27.76024795,28.77957561,2.01195674,0.340855191,0,0.03959355,0,1
24,1.365959258,2.869348744,6,8,3.472347759,5.056007407,5.550318548,6.01038109,7.429627848,6.396792008,7.041503269,9.578015468,12.88734116,8.17534825,12.04353063,12.89015109,23.81466756,7.480283016,11.6423995,15.22613029,13.98566909,14.7011939,29.07564639,23.78382965,1.842431106,0.741955884,0,0.039453769,0,1
25,1.37034898,1.935971626,4.282643942,4.893633051,3.87784315,4.472658837,6.833362425,8.426596018,7.692268415,8.921099808,7.906850609,11.19916986,9.268881712,10.31307759,10.6880869,11.26632646,17.89614078,9.478858366,14.4540112,16.25971783,18.47456009,20.33507454,23.60565869,25.8786822,1.363070335,1.621102057,0,0.039367677,0,1
26,1.005471617,2.802327329,3.603468883,5.14422439,3.586792699,4.077574232,5.713864759,6.854274225,8.159076989,9.628099816,6.081596058,11.15706685,9.419583942,9.577938926,11.94884829,11.06821626,17.88051198,15.93825427,19.38649083,20.35718406,26.11031424,27.38520957,23.55862538,24.57587413,1.357140148,1.686754393,0,0.039343722,0,1
27,1.093244737,1.38640944,3.316885575,4.93325137,4.120325611,5.409077213,8.381389665,9.450744788,5.993815924,7.149612942,7.447438094,9.192659517,8.556752003,10.45698502,10.29616795,11.21149002,15.93700494,11.27908102,10.53222215,15.75672973,16.95601523,18.97068481,18.85979949,24.07755219,1.148045763,2.054002644,0,0.038940158,0,1
28,0.44105585,0.274767021,1.386222684,1.876359876,3.800628709,4.87631019,9.754450581,10.51817474,6.884077649,7.640978207,8.536734593,8.391043463,8.999539293,10.09981053,10.01726839,12.61357831,16.52521366,11.72056358,14.58442226,15.18287082,20.11115768,22.07879962,17.72940065,21.15891487,0.489004703,3.356802035,0,0.038873957,0,1
29,2,4,5.346319782,8,4.905637074,4.822642754,4.634817415,6.190732271,7.235627,6.529628509,6.402232006,12.39512543,8.847864364,10.07369771,10.88151156,11.51689226,19.46085398,11.6470942,11.23194355,17.65857244,13.15943062,17.46784979,25.06763137,33.40120226,2.091665396,0.255085451,0,0.038756725,0,1
30,0.03735663,0.804155273,0.485035761,2.415059078,3.709885585,5.402656847,8.882864381,10.35703321,7.025064563,7.818394048,7.91644384,10.13813651,10.11940335,11.05943312,10.01067674,10.32923712,12.90162992,14.1710459,15.1821995,21.09734174,18.86557058,20.04786263,18.85478924,22.2787672,0.428325411,3.524667194,0,0.038501652,0,1
31,0.870782598,2.275412125,2.244420424,5.173590885,3.97671139,4.780554152,6.638900002,7.754192274,7.454085514,8.100589136,7.557882934,9.305511279,11.06850511,11.28540505,11.35932941,10.69471446,17.05489918,15.90024724,17.09073623,19.25055725,22.28720901,22.55682413,24.31958094,25.55542825,1.128102436,2.090582543,0,0.038468688,0,1
32,1.893731584,3.010920408,5.420220623,6.781775744,3.949036217,4.868804405,5.066468856,6.080667411,7.893579716,9.897636871,5.896916332,12.65981964,10.35038091,10.6308727,12.25300708,10.43151171,20.35329816,8.290600416,15.41796098,17.8488229,15.75578334,16.4969681,24.10950194,27.61988614,1.852590966,0.676559018,0,0.038375356,0,1
33,0,0,0.56576668,2.769863111,3.915189012,6.053069158,8.059768531,9.902526155,7.10565207,8.227537151,8.187713689,8.504921661,9.780906136,10.43204102,10.23887093,10.73457688,12.11396975,13.3485039,11.73788239,13.28744416,22.05653492,22.134324,16.33270785,21.42329149,0.334801354,3.674010351,0,0.038269245,0,1
34,0.372688694,1.811462982,1.731519734,5.157359156,3.442701018,5.224239394,7.863136122,9.833925567,8.125508289,8.953839508,7.868230529,7.400955368,12.01963454,12.64179277,11.07817208,12.88299921,14.19357194,14.84583275,14.50577808,16.40603299,15.80949216,17.93968969,20.87323181,21.81414739,0.903024664,2.54432475,0,0.038203311,0,1
35,1.129806674,1.587058401,1.758693875,5.834926659,4.596675429,5.538208759,6.059134646,6.592349693,6.909117129,7.228565194,6.779376606,8.765129775,10.52827364,9.684158204,9.031691731,10.85030713,14.97601526,9.882084877,16.90969823,18.38603581,17.62378078,17.40690406,23.19969844,26.94031779,1.111846897,2.135622774,0,0.037601128,0,1
36,1.010439577,2.667025981,4.304038626,7.357852225,3.195376056,4.223523242,8.28577426,8.885643327,7.376811047,7.147279765,7.246931733,9.393923589,10.58126021,9.414223572,10.61552839,12.35761085,18.00063342,11.80540165,12.716745,14.54559886,17.3593312,19.16959237,23.30073658,26.53989143,1.528170517,1.314599143,0,0.037471739,0,1
37,0.710114523,0.206172129,0,0.605385818,3.441668916,4.989784054,9.152949137,8.859969616,6.01558603,7.303530522,7.845552135,8.935627835,7.708322494,10.02157124,10.46540116,12.17312962,13.05750969,12.7950376,12.31735561,13.4752412,22.54062594,21.18210636,21.28367475,22.80662533,0.359833162,3.63642288,0,0.037135092,0,1
38,0.900910807,1.514282405,1.964363368,4.638873952,3.689945122,5.35773858,6.400139484,7.623696407,7.979211264,8.254129636,8.466175093,7.7903518,10.26018001,10.04222593,10.87478563,11.96850126,15.05154238,15.21177757,15.45874772,15.94961356,21.58429755,24.45116586,23.39792845,24.64083886,0.979072486,2.374653771,0,0.037066121,0,1
39,0.562712746,0.786842028,0.611182388,1.006827516,4.342972,5.195071414,8.175571609,9.67000312,8.505256717,8.032950721,8.109755138,8.672101918,11.02301297,12.7405673,12.23952224,10.59512289,14.62074183,14.63736736,12.06537865,15.05830397,19.4832853,16.74491628,19.36158156,22.00368481,0.473043747,3.414367671,0,0.036920037,0,1
