parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.34062097,1.371100511,3.06529133,1.319808088,4.478833853,5.197721771,11.5272016,12.21356733,5.948680116,1.909190055,1.861772404,3.838647273,16.01119808,6.82795818,13.07912586,3.707275332,24.76012521,3.783662175,33.18324976,39.16531506,8.418812273,3.255038113,36.12413338,45.57922472,2.915263294,0.996115225,6,inf,0,1
79,0.445667228,2.890628201,4.358753441,2.466643228,1.965620561,4.341046768,10.4755099,4.52129582,0.290908084,2.059763489,3.946883773,20.31307309,12.46375834,10.75923009,14.96935037,29.45149069,29.58553494,7.646074895,2.427113842,24.09055696,22.22158959,11.00322633,42.8256534,12.15889807,2.933301761,0.984294754,6,0.3859554,0,1
80,0.611313035,3.287785266,1.892182843,4.228383512,7.442314809,0.152870708,2.289915971,0.044036105,2.203192172,14.75340744,9.352677622,18.49904563,14.66683629,11.77621803,8.574105811,15.41531524,17.73005706,14.71959822,27.25912437,32.60665479,40.81055106,2.427502696,21.87886887,33.77062203,2.934503562,0.983958601,6,0.139655837,0,1
81,1.084933992,0.242186754,3.108557341,4.961115888,6.946813031,4.056986259,9.390378262,0.09092214,5.658707619,11.81167411,19.91942674,22.30659818,25.47121022,9.184350636,13.34581441,2.952826514,6.002023265,4.68065521,11.59757761,26.62598493,41.11508405,41.94964455,5.507473216,13.3489987,2.92085578,0.988247334,6,0.677876518,0,1
82,1.461656854,1.080450424,4.030145432,1.880912768,7.969329199,11.41567983,1.659782046,13.19526118,7.066453701,13.93255666,1.929812601,16.95274739,16.02756967,4.754598103,0.685184827,14.00032008,27.1746126,14.12377028,10.77625396,2.419955859,31.99759538,39.66084806,24.35101866,27.08528576,2.921430326,0.98780507,6,0.063267038,0,1
83,0.756482626,1.686339083,0.712862376,6.542170219,1.297226777,3.052887663,1.346429895,10.4465251,6.228130767,10.8517757,13.31619082,15.77019314,5.814185212,19.15695971,17.67905038,20.56689284,25.94296023,24.20080485,36.95595862,26.37996302,7.756834682,19.02628579,30.87842276,32.35518772,2.921634412,0.987557917,6,0.128441865,0,1
84,1.417542046,3.282204043,3.853346032,1.2305883,8.842621098,5.44070535,9.942843614,8.540917354,1.291276868,18.0809042,8.796496386,7.102561418,6.444182913,20.26694545,9.015220242,8.241089889,14.0961306,8.415023602,6.272382804,27.790134,29.26545956,33.86978278,36.44402668,5.535752092,2.922959003,0.986383348,6,0.176141851,0,1
85,1.304630941,1.200268856,1.243621884,5.122177215,3.246623993,9.382401657,1.062029041,12.85859698,6.882961196,2.2915568,8.958676773,19.79310278,23.8366465,11.35046657,27.51171151,3.619222219,31.43713231,7.923725299,37.77273391,2.703827238,17.02783894,37.10462712,18.88754448,10.09315507,2.923456047,0.985491595,6,0.401866682,0,1
86,0.831568051,2.07255671,4.626854844,2.826799331,7.791933609,4.965382486,7.495953632,2.652077156,6.536862326,10.04366106,2.524499658,17.46927756,23.84381941,16.33521012,23.63655124,14.48982039,21.12415204,3.809077802,24.49644101,4.640172437,29.59981713,26.51804123,25.9635529,23.6440656,2.937586128,0.983861805,6,0.143056381,0,1
87,1.394495271,1.899997487,5.60877011,2.924210196,7.501036693,4.684601822,13.36094529,15.12985952,3.820056261,14.49743619,15.22142916,16.86067359,0.488800137,26.9172687,5.86149195,25.10164245,0.138796148,15.47311869,25.01989678,10.16671246,26.17289804,18.8888409,15.50567054,6.700355181,2.942813106,0.981808309,6,0.59626478,0,1
88,1.140146616,3.892170701,2.668362676,3.054417507,2.379092934,5.468346961,4.12556073,11.27731651,15.35746039,14.55976865,11.63519595,19.31067141,2.17851472,1.343520954,28.48892391,14.20981453,20.26128691,22.39834582,23.85177464,10.51683046,20.54700051,19.73832241,8.207037375,32.05030543,2.938865866,0.983503912,6,0.265001735,0,1
89,0.404408623,2.840684405,3.803081725,6.92090654,1.685167991,5.235843736,7.833842341,0.010345808,2.471801001,8.959541321,21.19329682,10.08730058,11.16392579,27.65033215,19.75443615,22.49194535,21.86224723,32.0150779,8.850775429,21.37171722,14.92299064,0.931057524,0.077924472,11.11696146,2.953245833,0.979995016,6,inf,0,1
90,1.087540162,0.340578506,4.284807343,2.463763443,5.719870793,8.066222132,2.737559465,7.730090303,13.23996211,10.63573326,1.325076517,4.625065819,19.7038894,1.69657702,20.13749078,15.09857835,0.298378032,3.166300787,30.96764663,33.87290807,41.12665569,35.32263479,37.52940949,11.6559063,2.920022444,0.996578457,7,inf,0,1
91,0.746743529,0.96856075,1.765453587,7.655745139,2.057959747,0.272281061,11.67685801,0.589392057,4.013337717,7.405219107,7.203985655,4.076185591,25.87294686,3.475300743,5.403682236,25.701816,4.369237609,7.044879421,15.03957788,23.6408482,35.14803325,3.445920108,24.85062775,12.95591636,2.934460308,0.98430272,7,0.59582269,0,1
92,0.5718193,0.826953542,3.540603751,2.795612425,4.135450709,8.332131775,7.753153262,14.3665522,3.38418188,17.55513152,10.97699932,0.41631351,16.56917205,15.15159742,4.631886056,17.91954743,18.59659356,19.55536525,24.75030898,2.242812755,28.67637686,1.295522258,31.23777468,35.8848407,2.923221336,0.991795467,7,0.494641432,0,1
93,0.89836115,0.490496458,3.514073863,4.921203548,2.502838165,1.78897115,13.89786485,4.607840994,5.469098158,0.847974194,14.89641576,2.517591004,2.393430522,16.93094357,28.08909325,10.01024201,28.78237664,15.38236452,21.73991495,12.10799685,9.328109954,43.97434332,9.718397694,38.52338645,2.930017816,0.986124445,7,0.454082942,0,1
94,0.671675852,2.442790005,1.363832597,3.981642114,8.655077761,7.538313573,9.06564599,3.247740922,1.495698314,18.49400386,8.746842752,6.419114013,25.28393046,9.344638434,16.6273409,5.853321134,19.92639321,28.34006769,4.029444704,5.664038114,24.26225993,26.60955176,42.92640313,11.35703216,2.92573659,0.987652382,7,0.31137633,0,1
95,1.732786519,0.906016496,4.743027179,1.872299231,0.936028556,8.860592678,5.189363375,3.534127128,5.611362355,17.33298162,4.606170664,3.439629005,9.944127646,18.85803837,2.984296708,27.40699086,22.86327264,32.40488232,2.201212097,2.733353046,10.5715105,35.23388195,28.825418,24.3696498,2.924557238,0.988661729,7,0.12163684,0,1
96,1.566062882,0.121163723,3.796078462,5.554266991,0.559867894,11.33702704,13.21960479,9.306769409,0.815515081,14.08308763,18.58897878,3.808941097,13.3432439,0.65428732,8.709556348,22.65836284,19.72500115,27.00392566,22.96330569,17.17120577,20.6133288,37.1990095,33.56282449,37.49221374,2.92363003,0.990212717,7,0.205046188,0,1
97,1.687554452,1.418534578,1.028757756,4.674373351,8.130860307,4.326924155,7.582823812,4.645318833,15.79607207,3.442175518,4.892253995,23.10792844,19.65672791,7.029241059,27.25232453,31.76086548,3.912475082,34.03383899,23.97249443,17.54536501,10.18641851,42.24536891,37.8081799,14.18001307,2.924502034,0.989057666,7,0.121887042,0,1
98,0.992194191,2.819145311,4.227889468,4.545667529,2.449421307,9.038589927,12.36632657,10.71479238,4.269307697,3.444877502,13.19953679,15.18013918,23.89748745,19.31687958,28.46172628,9.156612406,26.77752684,12.72820277,36.66045435,24.37962319,20.29842603,34.21407654,28.68619292,0.187495773,2.952825472,0.98282134,7,0.375582629,0,1
99,1.547526817,2.035326863,5.047614346,3.144983179,8.580186836,0.757269119,4.238504792,10.14884526,4.7765378,15.19046545,2.818365664,9.097713977,19.27315096,0.691123853,29.5307369,20.9127579,5.669261158,19.45468885,26.21028591,38.35452653,31.04998801,38.97305481,15.25346787,25.70087611,2.946469048,0.984035524,7,0.612735475,0,1
100,0.854727042,1.150799019,5.954914211,6.23683537,4.453909526,1.449396603,3.268140227,8.274359133,16.30420026,5.063515364,17.7835841,17.45341541,16.46774111,8.613669739,12.40499484,7.907995215,22.79452125,28.62412874,19.08873095,10.26137058,28.89687925,9.897566783,30.7372986,28.79241673,2.953714225,0.981278575,7,0.220978322,0,1
101,1.238991061,2.896821676,4.645452379,4.768171779,1.527080949,6.595188353,10.62253554,3.072398993,4.603754665,16.47364136,14.11294074,23.52955179,12.9297878,26.34473475,3.747702372,26.34865646,19.42991251,18.61060906,6.250254115,30.74140482,15.81356373,12.5624701,24.23701647,23.56015849,2.955240884,0.980347889,7,inf,0,1
102,0.213871519,1.88074231,3.030529843,7.092555046,7.683893038,8.527688047,4.515155253,3.701222271,11.55660721,3.027423917,1.637122834,2.620247395,12.47059375,23.14394692,3.047042232,18.24645178,27.03035484,1.312555022,25.65508045,35.63419572,18.6432949,14.57279282,33.29615555,3.886078724,2.945059168,0.985259882,8,inf,0,1
103,0.10210655,3.579846921,2.409320244,5.456356368,9.154383618,1.316798074,8.347510679,4.225114647,17.6395605,18.04887138,15.79511999,22.63864577,16.21946842,21.04353581,16.68244518,13.60511351,1.836748417,23.36142284,19.4017738,24.60785374,2.472111181,40.7491185,0.772965363,19.0919116,2.938550988,0.9867751,8,1.205379876,0,1
104,0.636078126,1.010830403,1.259754726,7.46124303,5.750473534,1.300025346,13.02934805,1.873767176,8.452485325,10.02450918,13.04884843,11.48799079,19.54142583,16.05445541,23.14166838,16.0883456,30.25685003,23.43068945,23.90542351,3.380080303,24.57828573,35.04502015,23.34095441,10.46866578,2.929374165,0.987706542,8,1.413579181,0,1
105,1.579971563,1.450924508,1.452030349,3.474527635,7.65762966,10.09124499,1.694114389,12.05092797,17.69610034,19.22128885,18.24538377,14.48666412,0.643782264,27.85702516,4.41948458,2.784491448,17.84726279,17.11337093,18.66178904,15.32131134,0.600760583,31.87150612,1.637713957,32.10407568,2.92503344,0.991055769,8,inf,0,1
106,1.66366346,2.316492643,3.838117392,3.243738141,6.157403022,1.288422347,12.09730248,3.045714069,9.477584126,13.03987922,15.5817577,10.54750087,2.460700016,19.77979263,28.16298505,31.63215624,10.92831582,8.907017554,8.295856348,27.77445665,26.0125348,23.52588348,27.10611811,1.797169486,2.945265277,0.985347613,9,inf,0,1
107,0.459219529,0.611635347,2.149847196,6.877498386,8.892735747,7.131107917,7.181481799,12.68342821,16.11645545,12.7926552,16.79859949,12.7110335,5.511178008,27.82697539,23.38207028,16.62671976,16.87818185,4.864964359,1.169984385,15.62584881,7.456225252,3.465804614,6.901934539,8.620980423,2.929968962,0.98869429,9,inf,0,1
108,0.277014212,2.107749746,5.88062687,2.262923219,0.523554111,9.362848179,8.235080943,7.481867824,10.24980462,1.34585025,18.54219342,16.68418877,22.56010008,14.81790545,13.32455061,21.22509236,32.53117243,21.05848138,35.94458201,10.63719339,34.02884543,25.0795249,13.34237918,42.01337521,2.932894243,0.987711352,9,2,0,1
109,1.789142903,2.011758659,3.943863305,3.695911474,9.50818728,0.08431945,11.26453793,4.211255615,11.05687806,14.41072393,8.373847206,21.44142903,24.97748406,4.371858,11.57125176,18.67336285,4.777212949,30.51792813,2.248867675,34.69083882,2.599375991,8.499266433,41.02357336,12.00326998,2.94982219,0.987249582,10,1.132157962,0,1
110,0.231778175,1.725511239,5.875045241,5.663998365,1.142542034,1.984590933,8.968557569,11.18233087,15.428896,5.281807536,8.439439731,19.66881776,2.361012141,24.03308833,24.87815,18.71734101,4.475510189,19.1347001,21.07098564,10.81152597,0.666141183,34.37860971,21.21784311,41.19666997,2.952164328,0.985681825,10,inf,0,1
111,0.494394495,1.777354595,3.750062671,6.362894582,7.052440229,9.506212426,4.156436951,2.2559558,4.628551196,9.086788462,18.63706927,21.37898725,18.70803832,0.235466819,18.0203635,0.550385521,27.48360197,29.43460478,31.80387553,3.459418511,18.80203126,38.76808922,39.50600409,18.11135128,2.95191935,0.986028661,10,0.41319876,0,1
112,1.673607982,1.453809873,0.616874945,7.876682961,4.854864593,0.63933306,2.931799879,4.177331038,16.87884334,19.04074138,4.953670053,14.91081355,20.3250404,23.04557696,6.784465407,20.27087639,29.23037918,0.483696279,7.567511482,11.84617607,11.69278579,29.85695012,1.525952287,47.52325575,2.931199725,0.990882025,10,inf,0,1
113,0.49855712,1.071272919,5.834118755,3.076317733,2.453876483,9.387225863,9.67038019,10.60922086,15.27193371,3.857503962,10.99583002,15.45436208,24.81442175,25.68085613,7.251380964,22.19320651,26.29697696,35.56483054,27.77011239,32.2470163,22.09180608,25.28819746,27.33666783,22.03912615,2.936263058,0.988032618,10,1.477856664,0,1
114,1.622804517,1.594321137,4.492616333,1.864708269,4.270784378,11.05803488,0.825171248,2.631412285,11.2451987,2.81343002,6.123853009,23.00052762,24.24683399,21.0481983,13.49794448,23.08310093,26.06198591,28.32835484,5.289023603,39.58630022,30.39086848,12.70615506,30.93958434,35.46026886,2.9331993,0.99081148,10,0.789460056,0,1
115,0.526263825,3.286741275,3.836552871,5.778341517,5.088070257,7.91119846,0.556947409,11.32290378,8.099950789,17.65125259,2.87678504,3.852003254,22.11778156,10.79868777,6.893363685,15.39459479,23.56991261,27.2851469,0.749914474,7.845273458,33.87462375,42.09551869,43.52350017,13.49622653,2.958444351,0.986155089,11,inf,0,1
116,0.972261108,2.699887534,2.052454508,7.238925433,1.771708679,4.455043947,6.798328726,12.74791759,12.75376675,0.541412555,12.31883515,13.40087738,0.92059093,17.591374,24.26354043,12.54269593,5.539517309,29.05140622,5.632208693,35.13455918,7.146884924,43.1147514,45.02777124,24.59183901,2.954376221,0.986997091,11,1.306168117,0,1
117,1.743839897,0.774300786,2.822473541,7.784170249,2.691271362,11.3364351,12.46420429,5.227353512,11.53388256,1.524633521,5.301041483,20.68177904,22.25370814,14.06827771,12.80833641,27.34722696,26.66981168,27.73643675,37.28712771,11.90602585,0.917359818,33.50609584,40.66086909,37.96537024,2.951511495,0.988445361,11,1.409071753,0,1
118,1.756297665,2.214623232,2.816612895,3.541568134,0.997593894,7.033821625,4.974719735,13.70079055,14.27031224,19.46157561,9.789171271,23.63046211,0.762524766,2.772290389,2.908037217,7.662247786,31.36510532,32.42581078,3.501414245,25.86283154,9.463394314,36.94636859,25.87067784,30.85750537,2.944722853,0.989014665,11,inf,0,1
119,0.360374452,1.620577232,3.339290054,6.883019817,2.133106031,6.697597572,13.5743693,0.098447395,17.28699046,11.44167396,21.50716046,17.34784936,13.109069,16.14362485,1.302172592,24.29667615,1.080930799,20.45599568,27.49387356,1.231618319,29.20631971,30.92521205,5.444010225,39.39683925,2.953817286,0.991440667,12,inf,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,0.870470546,4.915606793,0.061521688,5.699758226,7.774507914,9.590260454,22,13.69831075,11.97366866,23.26714762,13.39563092,13.62984182,10.12316777,3.826669346,13.16665341,0,31.1698945,16.47194423,44.40773102,11.71446337,0.97209961,4.97209961,0,inf,0,1
1,0.852603671,2.42310796,2.729004425,1.606377553,3.864886052,4.749935146,3.717426225,7.394403904,15.84330495,11.03709447,7.733610871,9.035215986,6.816556608,18.65039081,4.425062687,11.24480889,12.63413924,16.29127134,13.28178411,21.86247034,15.46431313,15.44805494,22.22122082,19.8033713,2.878634784,0.950619307,0,inf,0,1
2,0,0.918712643,0,0,5.400634691,5.529333797,0,3.795815502,10.02723344,6.533050794,14.21053076,7.462375202,9.005356693,28,13.9784342,11.76073273,12.86379716,12.70124505,28.71310033,2.046912393,34.67695316,44,23.11407623,13.9855446,1.060652884,4.168444308,0,0.182395067,0,1
3,1.999737462,0,0,0,3.756192124,7.460616598,6.624617051,12.46032375,13.5014369,0,12.35064028,7.587342287,9.545919899,9.516627253,7.982807863,22.20617675,1.08358394,10.87495164,0,2.816691153,15.87662796,14.05848029,46,18.11971694,0.99541358,4.570792491,0,0.149367966,0,1
4,0,0,0,0.000769612,0,12,13.96153136,0,13.06011027,0,9.756157151,0,26,0,0,32,0,2.077187937,14.56562287,0,42,0,46,0,1.260885813,3.556081495,0,0.12586653,0,1
5,0,0.005719371,0,0.035757237,0,2.628438188,4.114370672,3.776464702,17.6352883,20,14.1026916,5.599419413,20.50852182,28,0,0,33.71057716,1.920732945,25.07868389,11.39122199,42,44,22.35019535,0,1.655045807,2.740722412,0,0.120294347,0,1
6,2,0,0,8,7.617183326,12,10.21624532,12.01267498,7.04948175,4.86671169,13.95957026,10.11086875,5.50985527,11.62100258,11.91078554,13.3322566,0,15.11974971,13.49125968,13.93411786,17.07886588,0,46,34.00754022,1.552855428,2.96706899,0,0.117149953,0,1
7,0,0.07217186,1.082773999,0.047475799,1.274239852,3.526356497,0.308256193,0,9.920766136,5.362435478,11.26111586,1.587341258,7.914688175,28,10.72093804,6.119303486,20.49874031,15.28875279,32.30061511,13.21355799,35.80543728,41.53775996,33.38487601,40.54275659,2.469018497,1.752496246,0,0.113149551,0,1
8,0.058097829,0,0,0,0,6.373300319,6.183893124,6.155309686,2.136549954,7.039435644,16.44237936,6.874860306,9.174822269,20.51041293,16.36085979,16.60345082,6.411135447,9.043463339,20.64540663,0,14.99632426,30.93640557,46,26.52189896,0.992685508,4.625760137,0,0.112019345,0,1
9,0.418092273,0,1.968689069,2.307701803,8.013124037,7.198284317,10.60420529,8.236764735,6.223870833,15.18827085,13.65930451,16.95836554,4.358161574,14.31866896,13.47219463,14.55030444,13.95057987,13.00053856,19.53384609,14.6708525,15.15418673,13.85010034,43.46719225,16.37822315,2.284325595,1.765174695,0,0.108109511,0,1
10,1.957110619,4,0,0,7.429662606,3.340294956,7.346720416,11.78615275,11.70526606,16.24853406,13.97485744,23.89008032,10.00279611,10.3058556,25.03425121,12.57799693,16.51044561,12.68895776,3.078307822,14.90709869,16.11426458,19.43938486,26.46994228,8.036335481,1.183928493,3.766350133,0,0.102355494,0,1
11,0.043452908,0,1.179405753,0.00025523,0,2.074122213,1.232631211,7.109174675,11.87161742,3.452805538,17.351374,0,26,28,4.502828668,9.222817398,14.21558878,2.696571827,18.31263406,16.1785047,32.40655434,25.32297028,46,16.76824308,2.090601133,2.110168631,0,0.084897639,0,1
12,0.612279702,3.889278577,2.80386399,0,10,0,3.367038268,7.616981866,18,20,7.621585842,24,11.09718274,14.78124101,13.1331344,11.18696047,10.48308617,16.95227222,14.48578231,33.56726946,14.42208518,19.36312581,18.26872313,16.45645335,1.763454571,2.556922607,0,0.083586381,0,1
13,2,0.840501374,0.988840279,0.000335306,1.037109398,7.871881921,8.438073394,16,14.08820195,8.627731372,0,0,9.419239406,0,0,1.745778109,13.88224748,32.84062082,21.07316734,38.67749371,13.57405838,0,46,30.18040012,2.703563868,1.303835543,0,0.077545478,0,1
14,0,0,5.084002377,0.001321497,3.154642151,0,5.310395071,2.733057894,0,7.899432671,12.28690179,15.21511831,26,17.7899315,22.63602555,17.66708464,14.67208405,13.43573343,21.9069275,21.13868631,39.88717696,0.354371654,46,29.8123012,1.896521554,2.554514337,0,0.077051601,0,1
15,1.053906276,0,0.007317732,0.064318564,4.230582737,4.933620513,4.745478702,6.799827694,9.479132896,19.91695156,4.585573595,7.975603494,0,11.99884766,4.074585619,15.82619369,0.457895043,4.711568913,21.25497184,12.11957776,33.96470001,14.12286747,39.81372987,14.69344524,2.136359516,1.99072301,0,0.0761298,0,1
16,0.004785509,0,0,0.00567747,0,11.2554609,0,11.84536072,4.662665021,0.929503578,10.60109169,1.273269894,3.100578071,20.93238237,0,15.27201956,6.71832659,4.438687355,16.31580425,1.939502262,40.76659287,6.939927921,46,22.67778044,1.435547958,3.361505268,0,0.067784026,0,1
17,1.044578061,0,1.283020871,0,6.544291677,1.75647904,4.90647527,7.496507538,14.47384879,6.205603669,12.71475951,7.224158213,14.74356836,21.44258578,10.80527903,10.45194347,4.513091705,10.00373768,16.58253369,13.97996687,19.07928779,20.85908626,33.21179608,26.79073389,1.325677604,3.363444776,0,0.067161536,0,1
18,0,0,0.000329903,0,4.085050653,5.464232748,3.221929588,4.78912789,9.720189321,11.716089,10.13643356,9.800376247,0,6.50420009,2.475469852,21.78789051,0,2.851108667,20.85729116,0.492367066,30.57228343,20.54627203,46,21.83695452,1.13092008,4.123120007,0,0.056934079,0,1
19,0,4,6,8,8.077696606,0,9.366848954,3.319646113,7.692389233,20,4.283896967,24,18.10353409,15.2692431,3.053561112,10.42856591,6.554366961,31.70589653,9.51009624,40,15.53724658,15.54621386,0,41.59989551,2.664423047,1.377291977,0,0.047958595,0,1
20,1.184757516,2.565704099,2.501830803,0.000582929,9.172128523,2.137288514,5.090732234,11.88860429,4.617054398,12.238725,9.684362321,20.83387084,9.414178755,12.44010124,17.25491545,11.77748913,12.9486888,15.42101347,19.64632712,18.8050271,10.55479338,19.17526981,36.57725438,29.351831,2.725918034,1.195156568,0,0.045021828,0,1
21,1.799271532,4,0,8,1.778528937,0.39617069,5.871975648,9.750737225,14.07023691,11.14600123,12.29454494,10.57362878,12.62556866,12.59927663,12.88853709,7.171229607,8.581088181,33.35484482,12.15734348,23.57707642,27.49672177,13.91149911,16.91650137,17.93224013,2.059271485,2.169534371,0,0.041288393,0,1
22,0.720713528,0,0.000826863,0,0.676015339,3.810327575,5.626048861,12.77919707,0,0,14.78984449,10.08184678,3.652124374,0,30,22.68933566,0,9.064985586,9.618923024,0,28.35990382,13.87963664,46,44.68560813,1.280158751,3.46316014,0,0.037108246,0,1
23,2,2.769680561,0.000732442,0,6.175313659,10.11907285,3.778792959,11.68188793,18,2.997713101,3.826759699,8.036541013,0.958743912,21.27463094,0,6.785021839,9.664123518,29.84407,0.330449547,14.03095294,21.66779893,27.14451502,8.957381974,25.60407544,1.675765361,2.653386369,0,0.035652974,0,1
24,0.618987714,0.155506901,0.001625313,0,10,4.423827442,0.045237488,6.290481071,8.105543195,6.679899126,7.808411697,13.99858909,5.180214705,19.78246574,7.627777378,15.23566,0,15.55623454,26.42588042,8.357644813,35.46354568,35.21928398,37.32238924,30.18020019,1.655340335,2.699480435,0,0.032585035,0,1
25,0,0,0.065513393,0,0.323510896,0,0,4.522070492,6.177598715,19.59430099,12.40782943,17.44271395,9.79783959,15.82747159,12.73617687,23.09272069,1.858326301,7.65377338,26.75023804,3.779936027,42,17.87598785,44.15733429,16.43673072,1.159641044,3.973373289,0,0.031426876,0,1
26,2,0,0.133395423,0.013133662,0,0,14,4.206819159,0,1.136776621,0,17.88871847,15.52884093,0,25.42484232,28.91851686,16.69612578,19.50474068,36.46397424,0,0,8.364398921,46,48,2.169779189,1.971025479,0,0.031187081,0,1
27,0,0,0.309394208,0,0,6.440923372,6.491470047,3.209029877,6.213743491,4.698018642,17.96565817,8.819422704,12.8173445,15.70430622,16.59574652,12.31909852,16.06338136,12.33766677,13.97900005,0,27.81198625,22.83314141,37.36961146,18.41561226,1.160700709,3.901526431,0,0.030358576,0,1
28,0,0.339395364,1.258625495,0.048013798,5.749876268,7.25742152,4.197364436,2.869948186,5.597008662,10.33858655,10.38273713,15.43733215,0,20.54337244,5.764424591,9.931401216,24.70503903,23.39612508,10.01121737,15.05040644,40.42350123,29.07219475,21.16461922,17.18530888,2.482025187,1.727156417,0,0.029633342,0,1
29,0,0.101254968,1.957505784,0.162275651,6.258415162,5.25889904,0,6.011749361,7.120210484,11.7904549,8.013167124,20.93749267,7.370277787,28,9.562469111,10.52411445,21.49117237,13.17749372,28.43958932,6.625263626,38.62073279,44,16.52945464,10.85840126,2.501170427,1.701144842,0,0.029378612,0,1
30,0.560268063,1.451626521,0,0.025248761,2.172074576,0,7.947587236,5.184624734,12.62975848,15.39521596,17.86428571,20.02380606,0,11.38016186,24.05843955,16.00551503,9.196440308,13.7412767,21.75475214,12.57605959,23.1461737,13.90076634,29.34478213,13.51255699,1.929473256,2.502061782,0,0.027098616,0,1
31,0.610564327,1.309343547,0.009656797,0,6.634761729,1.992025385,3.415298412,2.605797498,13.32566289,14.39236148,10.4540297,11.34434474,0,26.89630652,7.688615092,6.799850621,19.23358,12.50269107,20.99205825,14.08808238,22.8905619,42.47609028,16.07355175,21.53001565,1.681424876,2.611123175,0,0.026144468,0,1
32,1.271893292,1.915956593,0.162437072,1.062763149,5.012476846,3.868211316,3.385407753,6.327750115,11.98949775,10.83279137,12.30937003,8.028518278,8.760216567,17.64677329,14.97688384,16.83857734,11.234194,13.23048219,20.00056671,14.46284395,25.36741166,16.59228886,34.34931365,17.36577097,2.831420882,0.999131133,0,0.025445737,0,1
33,1.471193102,2.485083627,0,0,5.64954652,5.798505703,3.684686266,11.0803049,12.42019816,7.019630768,13.43183246,10.44387035,12.47887119,13.36252573,12.77128149,14.62877713,4.48519496,14.83277251,12.78426785,14.32559992,14.77491205,23.24853881,39.4402888,17.45213236,1.169663548,3.775285745,0,0.02539612,0,1
34,0.982510691,0,0.161902874,0.451294642,2.50715044,4.546097008,7.621068817,6.17227155,11.51630878,6.51118186,12.59347652,9.65982947,0,14.79197818,17.3717957,11.8094673,12.11278658,16.91974161,19.82608082,0.503629749,14.04684237,25.62181391,39.36418294,29.86349146,2.219380088,1.822411831,0,0.024473339,0,1
35,1.035083012,0,0,0.01001053,0.520055467,10.96554682,6.368360915,10.23912503,6.589657707,0,15.66582303,0,11.93198712,11.34749178,10.69195568,19.4722938,0,6.081349653,14.57121433,0.20495808,42,4.508955892,46,25.14608719,1.456300001,3.312517048,0,0.024430587,0,1
36,0,0,1.289042209,0,2.95576417,5.64115463,5.10077593,5.651983621,5.747748196,8.9889751,13.4224767,8.425515333,8.412856564,18.23100883,11.17102753,15.00491109,13.19289987,11.07641901,17.37819267,9.131304911,31.91873235,12.53919027,45.55552853,14.13021973,1.168100112,3.83509311,0,0.024155715,0,1
37,0,0.513399434,2.095628497,0.897705164,5.273619572,3.398096153,6.803125857,0,9.144200167,15.99332885,10.85227668,8.809696986,2.412477591,16.13683707,13.96797761,17.96642251,16.89077999,12.59228549,19.72659531,15.71318538,39.48997658,22.67438041,32.86545012,6.994514139,2.560240261,1.602037517,0,0.023884307,0,1
38,0,0.49042981,0.022853668,0,4.144333353,3.476212656,3.236961496,8.081990869,2.811960959,5.927694455,8.723811216,19.01182853,9.569094253,14.22196378,14.50272006,23.3897933,13.3470309,7.084223635,12.6891849,14.70004713,25.604737,17.05580574,45.13165876,9.661166439,1.468062467,3.248272781,0,0.023743895,0,1
39,2,1.755197222,0,0.006475447,2.567730747,5.730421642,4.902932421,15.96455579,17.87915695,0,3.468309734,0,0,0,6.65821355,13.86896833,0,18.9404144,19.79512759,14.80238116,5.607352311,11.23766546,43.82511891,42.26008087,1.919173026,2.531340523,0,0.023669089,0,1
40,0.65765866,0,1.590605588,0.201043852,2.479255968,4.22565352,6.030070603,10.09250084,2.185436914,2.223473551,11.09093914,8.853657432,20.87660244,19.67486251,14.00947582,11.69439161,12.250844,11.86883699,14.16195976,10.95511502,22.96086241,14.00874275,46,29.36301122,2.233017367,1.799618373,0,0.023531942,0,1
41,2,1.197863086,0,3.525898989,3.127246744,5.797644892,8.510532171,9.222859664,10.25621556,0,9.166390833,5.392269878,1.777243266,9.157499427,14.37136545,11.20262864,7.339540238,20.54908998,14.5497232,12.28598056,14.93299153,16.21790242,35.95483461,28.088271,2.019502748,2.248072427,0,0.023484974,0,1
42,0,0,0.011136575,0,3.249492714,5.694182467,8.434060225,1.427379763,10.10845857,8.681026943,20.25236645,0.457289854,11.50570258,23.14306832,8.942576104,17.67004988,12.90937578,10.44275569,10.41399447,9.434238729,25.64797478,0.172210434,46,12.04924975,1.14893917,4.034839088,0,0.02342493,0,1
43,0,0.664996338,1.234763187,0.745348434,4.281687047,0.182936706,0.777852853,0,10.68308855,17.08804863,10.34416777,12.9332887,7.487660239,26.94569146,11.0239236,15.42109014,14.74223762,6.967519932,24.84474957,19.42411898,42,42.7526871,16.15045664,17.1409419,2.546099697,1.61986648,0,0.023376221,0,1
