parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.051961501,2.162206707,0.244699571,0.48894644,2.570553635,8.992651053,1.488910992,3.295693705,3.706461206,12.99241556,11.66035366,12.93610345,23.91947083,3.290711983,4.748020132,2.610434183,27.04657869,15.54421067,7.368854267,26.12212268,26.6594986,31.58075559,32.34876958,38.74540416,1.451716103,3.676339697,3,0.248075642,0,1
79,1.780059634,2.985282385,1.09175035,2.262646267,8.084282819,4.371148855,5.586381175,8.83429256,6.157454535,9.875253913,20.40216914,16.85698361,12.34421467,13.29537967,3.536082796,3.349602453,3.017108475,8.628003508,16.68562193,11.17701272,38.76228357,30.57644533,2.006966393,13.28106377,1.461559578,3.591185386,3,0.251650506,0,1
80,0.664896094,3.174423451,4.270260386,2.427613667,4.327809537,6.548679941,5.481132117,8.282455443,0.234687152,0.49636472,8.537890863,2.493826024,17.86987597,19.40029415,21.69911986,5.926318304,2.003177216,34.27010675,25.01721141,36.82731882,38.33717283,6.561016517,13.22959049,25.95513049,1.079968171,4.15998505,3,0.136704382,0,1
81,1.10165063,1.364085724,1.675021738,6.144468147,8.335253462,0.034099857,11.47941597,6.024034469,12.51402939,17.75432718,12.90364534,23.69297697,4.401315855,11.76262606,14.20253228,25.40892221,0.160265748,27.4717567,27.56707776,27.04332532,18.65237649,24.73790844,24.96104855,0.956631196,1.073046796,4.169066296,3,0.054032837,0,1
82,1.684444877,2.340494429,1.989663822,1.887533781,9.02433809,8.905329384,11.36211666,0.162951599,3.007053412,6.29086256,15.87870197,22.47777152,9.121270837,8.776473404,0.209234127,5.22668223,7.660928616,21.51326019,1.910953195,8.817495157,16.82298151,12.15013787,40.13897945,40.80663683,1.067829404,4.191416724,3,inf,0,1
83,0.306994442,1.401684805,4.021434638,0.031954726,2.714392787,7.455949579,12.90958685,7.763405371,16.70117875,18.97814426,1.352788678,17.34754924,9.771637115,11.97892475,25.88323567,13.13396408,26.85122846,13.5890214,20.26378344,36.85421613,37.49910649,10.68310783,10.09426638,32.12985118,1.371731637,3.825593447,3,0.395998753,0,1
84,0.066183368,1.836286571,3.594200151,5.141504621,8.263864496,6.449361977,13.10518815,13.54347028,1.932272065,1.320706161,8.561114412,2.500090644,9.324192701,2.635749504,19.84273226,8.462103895,0.836982523,9.790405499,19.01087922,16.62590752,34.82928739,14.51020301,10.89450636,19.54204058,1.379237073,3.784560693,3,0.153926751,0,1
85,1.111880435,3.86369629,2.171649857,4.761943211,4.413748403,7.89394458,8.140828625,13.33765052,3.096987194,2.70393452,11.11863157,5.87402402,24.91664572,19.80624893,3.894998813,28.4582966,33.3796169,13.39806468,11.84119778,6.732345899,7.247499965,15.59191932,44.77834893,37.79008143,1.443297528,3.778650894,3,0.228088153,0,1
86,0.143613887,2.158764628,2.044561151,3.743651922,1.461472332,0.242531743,12.85477316,13.10330759,14.82601821,11.59318653,12.4619758,3.965884297,5.182457453,27.46541138,14.90188928,17.22092872,2.656220489,31.44394271,29.87270451,32.65694374,4.168489752,33.23670523,6.262454157,33.05540754,1.148245631,4.156887596,4,0.380367762,0,1
87,0.689624854,3.008426547,0.777120355,2.181568269,8.53325534,0.092353907,0.877200901,9.162940024,15.80389877,18.70488194,12.85722947,20.12442686,6.839206075,1.893697264,21.11364891,25.26559883,16.85553689,33.68623803,29.95976914,17.15787241,35.63880672,20.47253476,9.015087187,40.26908251,1.259358142,4.142743196,4,0.281110474,0,1
88,0.52685048,0.332370472,1.419299525,2.667382985,8.640408623,10.99239236,12.93112191,11.5701938,5.715822016,9.128862302,19.73267224,0.642212641,4.522258284,21.59774811,0.488885907,8.122381314,7.413189063,4.258115022,14.74037932,24.12215937,40.84561328,33.43266892,39.66898048,47.44697554,1.267890517,4.119545478,4,0.467579535,0,1
89,0.04102292,0.650540275,4.047801065,5.013898125,6.669036818,1.686742033,8.316423156,7.072175697,14.68156765,8.151826174,13.2226465,23.25831261,4.683431411,5.313542909,20.48386233,25.02361974,14.35588914,34.79468378,24.65913806,38.13667981,25.49461836,3.768388489,37.50306355,25.44859803,1.550489257,3.554614954,4,0.212780882,0,1
90,1.580172455,3.752666392,1.530166034,4.802588397,5.161000876,7.756794071,7.145007075,4.244750101,16.30179656,12.51352276,1.711502644,3.597237781,21.50788427,21.46828818,1.729599353,29.32986585,16.63066236,29.82589106,2.45715454,20.80224967,32.0769335,36.89291851,14.12663022,19.14234412,1.637517791,3.516534796,4,inf,0,1
91,1.307510391,3.253956942,5.571183444,5.349612707,0.681071484,8.586103196,5.351730121,15.88637475,13.98275649,7.642708657,0.176703105,13.25327696,8.679981817,22.33238877,8.563317653,17.37432756,22.2555123,28.69647135,27.36188358,25.65491868,36.14448402,5.451359863,5.957618593,17.73134441,1.581277627,3.529366935,4,0.22018478,0,1
92,1.106459408,2.886592049,3.973276233,1.02844956,1.286777052,11.30355535,1.30170504,13.64621977,2.94590525,4.629496502,21.70564004,9.784545637,23.96313761,11.04049914,18.13583009,3.194595669,22.79952543,26.5751591,29.30626468,15.60132946,33.03079828,5.251064481,24.32482396,18.31693894,1.452580177,3.750866006,4,0.395175661,0,1
93,1.125708311,3.138299917,3.972828799,0.724396554,6.97410785,1.574317292,3.329985763,2.23167568,16.83597472,14.4998702,14.59342139,11.86668694,21.5999842,8.172278611,11.582313,31.51772601,9.253726041,29.33907634,27.39736917,23.74049956,12.44088138,16.31972803,6.813630166,26.92169503,1.464515241,3.615099605,4,0.350484193,0,1
94,1.945321251,0.816754205,2.54936507,5.574021717,4.933551638,2.865316421,2.51772866,14.37611309,14.32041971,6.532696526,9.667166829,0.188348102,4.427601128,15.82406166,0.729262623,3.254204753,30.10679602,6.886021093,1.487215363,22.96547845,24.98720009,7.465293916,24.63728533,17.80864547,1.518480598,3.594310001,4,0.250414441,0,1
95,0.171467974,1.940348905,2.583141559,1.995943908,8.976025977,9.452569987,9.948118473,3.334675423,3.84322697,5.835732222,14.13106938,10.16888892,25.90915689,27.97081024,26.20044052,7.708118058,5.911726179,19.96845977,34.8862438,7.328544255,11.71262291,25.6815279,40.96575495,46.9504266,1.11134172,4.211597408,4,inf,0,1
96,1.019873336,3.6271223,2.178055038,5.058781986,0.014571702,1.96552088,10.99494088,4.976142045,15.63761854,15.2572985,12.61623322,1.99157901,12.51717156,23.5577935,1.041915759,20.84286216,26.86824023,30.75498118,23.25982691,24.64700684,1.413984461,23.63803243,2.950183017,25.77845686,1.382762923,3.980760112,4,0.704266534,0,1
97,0.595906458,0.279539103,4.100512787,5.018349655,5.575812396,2.468610907,5.759955713,9.512789905,2.757222841,1.399311225,6.852562575,14.47462855,17.00646459,1.869517034,10.9297668,8.903599932,31.61370018,21.40244925,34.14236485,14.82001885,35.78083806,2.501302367,31.22716597,40.21093508,1.389446809,3.790608312,4,0.463441096,0,1
98,1.241033561,3.439857952,5.694064303,4.830115987,6.350100027,11.38846118,0.981559085,1.561778421,0.849066137,1.946112109,13.29886229,17.20236991,3.077860179,15.46912545,7.246991738,6.697341577,4.84631443,3.007408028,19.58600405,26.06104242,33.26745857,34.84054506,24.34705393,25.09485487,1.572699895,3.563616619,5,0.941437132,0,1
99,1.279727988,2.251352455,4.894065872,7.97660028,9.351793293,11.5489421,0.81237615,1.593733408,1.094253217,10.69055424,1.771007744,4.204760438,11.66028672,27.56726824,18.19501069,30.90375766,24.3803483,14.54497173,5.255783355,39.24747515,18.41809317,1.124838221,44.3872805,7.106225753,1.844652346,3.537538484,5,inf,0,1
100,1.048198922,3.200703501,0.025365608,3.060995531,5.009526321,7.463954105,11.86632033,9.733397325,16.93134518,18.5213922,8.368778297,6.668224461,8.060334707,9.122205405,9.005290498,28.25615855,16.77284949,32.30243136,25.61888488,8.032450724,13.32172218,41.10516601,9.692728484,45.28334777,1.469576667,3.632708818,5,0.833902016,0,1
101,0.976525056,0.687751445,5.627098043,2.566554217,9.299703466,7.149711248,5.934983543,5.988293802,4.355244731,18.31093679,18.10728127,21.00939978,22.35055167,15.13343868,27.65558489,20.10425804,23.35709134,22.77090883,5.208026861,25.50482688,27.12577368,6.482091801,41.40559199,19.03833807,1.545430688,3.617676249,5,0.466070693,0,1
102,0.499964102,3.182140454,3.931315937,6.4361399,3.267925059,5.77720881,11.43294391,5.15511088,0.241313548,3.563546502,0.339627764,3.115379607,18.38983077,11.19357478,2.513854987,4.364306886,21.40633253,14.50317623,5.714547533,9.270836297,41.97558535,0.884502046,34.0783757,25.17089058,1.4379572,3.791648596,5,0.837942647,0,1
103,0.31825291,1.245798093,5.658185545,1.96706974,3.257237449,1.10556647,10.18449858,8.934742441,16.26843,0.391235392,20.74036302,10.29564153,22.53707968,11.07417096,7.515089679,9.099346868,13.56191038,13.36714391,23.10860022,20.53254089,40.15017385,42.15802738,4.27505013,34.59277222,1.396581382,3.830399612,5,inf,0,1
104,0.196181907,3.386345262,4.909705757,5.338683992,7.657784461,8.583661174,11.52055439,13.83513282,0.846638735,3.630666794,11.75693046,6.63091551,8.053417146,2.62878651,26.36694086,30.26686492,7.969338328,25.48876589,18.7549131,3.662839461,21.34066147,2.313527795,31.03761601,3.904813342,1.641986525,3.572194105,6,inf,0,1
105,0.719914365,3.923946169,4.716847037,3.126110324,3.618052955,1.83505516,2.760453202,4.525801257,16.72943351,0.628723217,16.0609071,18.19961487,16.50899564,4.941870148,7.477018126,22.79017732,25.72721864,2.652604187,24.2826442,4.709872419,20.90783475,39.26771004,43.93926784,2.191187999,1.610145353,3.586021319,6,0.598217456,0,1
106,0.323009996,0.66125536,4.055535153,6.906775253,0.190314457,11.83114756,9.980193973,13.72527962,9.449838913,5.892715957,13.90865504,10.66110051,18.90722962,0.356621579,21.02479529,30.91121544,7.303849889,0.089778391,8.024876836,4.948074232,23.23114903,34.80620299,24.11330324,10.30568471,1.51939273,3.744690009,6,0.656172007,0,1
107,0.286439765,2.374901611,5.095735243,1.928464284,4.311842927,5.873014532,0.789137507,12.14044178,5.114518081,5.350351891,14.39577357,20.47210398,25.69955682,26.76559743,8.32498982,4.578514946,22.88898369,22.51753071,34.73368532,33.01454151,23.0054657,0.156070478,31.88982231,25.99531766,1.478639191,3.744901079,6,0.537675861,0,1
108,0.992049045,3.041892887,4.674726627,0.476642204,3.315093637,9.659510542,12.32110068,0.667995772,7.329884569,18.04777129,4.857644824,15.44822266,0.188830963,10.2514607,0.333207736,26.11532885,16.28509944,26.81464947,17.9928728,23.07803649,37.09880878,8.65751864,40.07663259,0.444136033,1.595754375,3.694595931,6,0.904363617,0,1
109,0.20668351,1.425910347,1.732512375,6.67690665,3.880293022,0.441238922,7.426777234,2.309908711,13.4104389,16.06658406,16.33138603,3.212723468,0.334573355,19.13171282,10.55894848,8.359774038,27.95413244,34.73184784,13.58892732,29.52518347,32.56850847,35.18432007,42.56039334,38.97285142,1.457891669,3.829484388,6,0.745610537,0,1
110,0.498950959,3.330091313,0.666018521,2.74552624,8.179847463,11.50425618,5.403752572,2.360094298,8.145981639,0.662481355,14.41302468,17.37449751,23.78171905,25.54479793,16.95485788,10.35310732,7.315870523,12.13833348,3.435321216,27.95337301,22.3099052,3.382762413,2.425569792,12.66709847,1.402866176,3.874514252,6,inf,0,1
111,0.489544736,2.902921323,0.606531178,6.931908151,1.938808375,10.01122659,0.668750797,1.24389376,10.49921982,0.041589833,3.751473338,16.71652862,12.39406743,19.96004116,3.430577704,20.71261503,20.85129159,9.324236353,5.175224271,1.229274559,32.43189694,43.66486358,16.96594043,47.06033574,1.657727529,3.602127,7,inf,0,1
112,1.608396908,3.812703414,2.020389672,1.964825912,0.682851271,1.028151657,11.5024482,0.515363887,10.74683495,3.256135888,5.165477155,1.939840597,24.28603676,20.00847567,12.12985115,3.087678408,1.94606945,11.11281899,13.78113764,39.26037151,14.49778694,30.44585252,11.48155333,29.24520344,1.509164959,3.757878103,7,0.628830699,0,1
113,1.899575666,0.901747782,4.73629579,3.502779051,1.18624536,10.18545616,3.86814583,7.6091404,13.26833769,15.60802561,20.7194007,17.34139266,15.14510161,9.875267227,13.45410603,26.85488177,0.08418652,6.522962567,15.91735775,3.694018438,3.398486254,35.50125521,32.51114737,0.676223015,1.493186124,3.79331343,7,0.825783691,0,1
114,0.668916302,3.089181972,2.936054814,0.044741363,3.933255366,11.78331775,12.5886554,5.48810556,11.38551933,16.04052305,15.38450805,5.228229187,0.069163263,23.37784135,2.381023259,1.603012584,26.7659926,20.52699414,4.653513283,13.8198025,38.9331441,9.664516501,3.78650587,5.890526231,1.597676835,3.739865931,7,1.174216309,0,1
115,1.609843984,0.927383163,4.219410006,4.810080749,5.749072508,4.608609852,0.054093536,7.732286385,8.477013172,11.63182386,0.778208231,18.12768481,19.17101543,25.49148426,4.121539671,30.74536806,10.28284263,16.70156887,0.946687334,33.19153797,22.36939769,30.70293034,37.74273577,36.74528805,1.420839058,3.88682495,7,inf,0,1
116,1.927157202,2.607659918,4.804323087,3.284219518,8.771534579,8.3314786,11.27770829,0.175047813,0.268325036,1.577812785,4.370258908,18.97522752,4.277049894,11.41861868,14.41631389,29.70502877,3.745260516,27.48343427,0.01317643,9.828956414,39.42623522,34.82559487,7.626916807,10.45588934,1.591606224,3.796085498,8,inf,0,1
117,1.764819749,3.061511459,3.168623317,1.598897769,6.361719145,11.47739322,0.999885227,9.933189217,9.982719418,0.878376939,4.486551572,1.676219953,1.521879328,0.101260552,9.165093162,26.10622701,25.13593247,4.206213467,15.6886258,33.25855569,0.347083107,2.188650231,32.04371673,10.99405151,1.549459907,3.871866778,8,2,0,1
118,0.551486632,1.90931465,4.516112894,0.22944901,0.980058538,11.69787111,1.094284913,14.58126178,4.624296944,16.74366032,13.22795554,23.32564508,5.116545117,26.35456195,21.30666516,20.64413928,31.02289463,5.122119042,31.74115894,20.46226812,38.89602313,5.568104376,20.31874464,7.065928743,1.426808692,3.975141535,8,inf,0,1
119,0.770753307,0.261421579,4.931959346,3.240820395,9.695566558,1.68332485,13.57443537,3.332203399,2.456078753,15.14577726,18.09770657,22.43876781,14.0741837,21.14208137,5.030796278,29.93044575,30.4377886,24.49787103,36.20924448,0.751246647,39.32587103,15.81325419,40.35225934,31.48469416,1.549638447,3.959139617,9,inf,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.708888436,4.089660599,5.392370403,8.337994896,3.688681657,8.546453086,3.459459071,10.946668,7.611676219,11.60563319,11.0063785,9.627781261,13.63174205,20.12028819,9.468529372,26.80401679,14.09384201,15.38039958,20.93963839,16.90246687,2.099825776,0.099825776,0,inf,0,1
1,0.584732445,1.743111853,2.351012883,2.970185903,3.448731314,3.431949366,4.9964061,14.65660929,6.386297962,9.62295204,12.39408064,8.266656514,8.230712507,9.052870753,20.42419252,5.689207706,18.2961807,12.06798665,18.83455892,6.438264929,15.29851525,14.46828244,25.85241924,18.9352859,0.204249111,4.167844555,0,inf,0,1
2,2,4,5.958999621,8,3.164206126,3.381820271,8.87296047,7.564076446,3.103088332,3.803493947,6.441820104,9.50283355,7.631852629,10.58077772,10.89498689,9.706914053,19.99716935,17.31131478,10.69306097,17.53058455,12.32816165,14.97022161,16.62280198,18.8348411,2.092778327,0.310041205,0,0.141504324,0,1
3,2,4,5.112716935,8,3.730790409,4.665521558,6.889483735,8.038652358,5.209957693,10.73967293,4.306522286,12.15441834,7.272186209,12.28002204,11.14841278,15.34447219,16.40502904,17.14316373,20.53056904,26.04930589,17.00761205,19.06646804,20.03576346,16.62566864,2.080733882,0.634495698,0,0.104587895,0,1
4,1.853183183,4,4.855016824,8,3.733533309,4.78256615,4.740766143,9.023465673,5.076889473,7.29646889,6.819721263,9.006451718,11.51247436,16.38060827,11.2351281,16.07603669,15.32019145,12.91510763,19.21144596,22.81295088,14.61206188,14.51902222,19.0447465,14.62899109,2.001002526,1.26582595,0,0.084337448,0,1
5,2,3.720737947,5.875969338,7.424335847,3.955804867,3.621300305,7.014639838,8.666255121,3.644128357,6.374191145,6.136777516,9.432869627,7.269589861,13.92117379,13.26727298,10.14243914,14.67669335,18.67551803,13.13406225,19.91256241,11.62329722,14.99553681,21.12846183,16.89962688,2.013777378,1.066235031,0,0.068428295,0,1
6,0.742255607,1.210964845,2.615590435,4.299563091,2.905615482,4.053906195,6.121287616,7.574000198,10.88200354,8.452613501,9.96471218,8.760705564,11.2243926,10.81177493,14.68405376,15.63157244,13.99706688,14.93653203,17.25090746,16.73910149,14.37144901,17.37001568,17.69987,16.51981693,0.236281153,4.081856809,0,0.055476547,0,1
7,1.477942842,2.96111777,2.806914681,5.930789193,3.531974507,5.493174955,5.805038999,8.678218112,5.586408526,8.230234502,8.926715306,9.607739713,10.36306104,6.262855476,15.03319871,14.14283174,11.53621353,14.82013399,7.686642337,9.835668745,14.20047684,13.71119675,22.1286449,15.59638202,1.145832447,3.464757355,0,0.049197081,0,1
8,1.515091447,3.283548723,3.347627787,6.391608715,3.303199083,4.728951795,6.422181937,7.118507726,5.681542823,9.216009141,7.000832088,10.34280771,7.823544286,9.379564599,14.92630223,13.32601771,11.03511652,17.08992483,8.97657975,13.83684403,12.28174244,18.19115525,22.98306654,13.4966554,1.095099418,3.501020312,0,0.048722819,0,1
9,0.873504235,1.736408003,3.278314271,4.105266362,3.599592869,5.0022467,4.863790905,7.579279559,10.0656534,6.76249474,9.170641244,10.55843816,12.22578651,9.627164644,12.96153856,15.1957561,14.91778685,14.18771931,15.23750327,18.92827127,16.39852893,14.59100438,13.39730599,15.41274168,0.374054267,4.047243203,0,0.048590479,0,1
10,0.74458319,1.271539729,2.971707424,4.355269474,3.133179462,4.274592333,4.834103373,7.981392795,10.89554398,7.52259024,7.774569556,9.517107658,8.26357506,11.89220183,14.94151294,14.37772466,7.084952386,16.03885527,19.99611581,15.94031783,10.95997452,22.88037656,18.92230652,15.6566846,0.304477075,4.081213711,0,0.048488744,0,1
11,1.84463194,3.378721583,3.33118989,6.704322668,3.47570427,5.215255973,6.263585137,8.630366777,4.448749065,10.77318943,8.881158153,10.96534667,10.2325161,11.00893675,12.39210095,16.36966946,15.23316842,10.60767517,14.94979264,16.65547229,20.04633733,17.22342828,28.13978425,16.63956292,1.45737862,2.980727548,0,0.046942278,0,1
12,1.919133637,4,4.259412699,7.336251691,2.901554332,5.172216295,7.561215163,8.302956905,5.439124016,9.122709078,4.66754748,10.05689359,6.372403816,5.309461897,12.63625975,10.88929631,11.81565014,17.40369173,14.9993685,18.00559842,15.51412062,14.46557958,22.06147575,16.16786817,1.905917815,1.692495091,0,0.046259383,0,1
13,2,3.690448769,4.246467973,7.992431253,3.759958038,5.203787887,5.194991931,9.699800001,4.044481506,7.707350543,5.386597078,9.395119385,12.38794273,13.07376684,12.29891528,15.40826543,15.1465345,13.50251624,11.6265719,16.41653351,14.31523791,13.03333152,21.0395646,14.30427313,1.92800427,1.637832542,0,0.046209004,0,1
14,1.440995625,2.843735577,5.642622566,6.390143996,3.982046779,4.707425382,6.015480949,7.022861155,7.016723175,5.433488968,4.669211712,14.45141562,7.338492903,9.964942496,12.77029427,16.76841351,11.5127014,16.48644998,10.18613331,21.7087762,11.80909923,21.94007478,14.06825052,18.14722945,1.420155031,3.037785141,0,0.044419746,0,1
15,0.944025585,1.523181679,3.928389883,5.330720489,3.686209557,4.922469669,5.828978887,7.019832447,9.784346581,8.47565928,9.835055723,9.231088776,8.819311699,11.09958163,15.00285,16.01136377,13.2211756,15.82409977,14.97851382,22.69126396,16.61410274,16.40576817,17.93294229,19.89197891,0.693009763,3.860151402,0,0.043017175,0,1
16,0.57830225,1.033188025,1.661523738,3.977992857,3.329021649,5.72653388,5.819495567,6.778632717,11.69234315,7.868220042,10.91055036,8.063938571,11.08129672,8.01673636,17.41596735,17.8731099,8.718173654,12.67478265,18.88119053,13.53544614,15.71403687,17.96299761,16.91113867,14.84188476,0.427791294,4.040112833,0,0.042202276,0,1
17,1.952041386,4,5.229125475,8,3.934475232,3.784758125,7.971308251,8.607864935,2.554181786,8.044564853,4.672881208,8.379748455,9.609090905,12.04783734,12.47923331,13.20368801,14.71513341,16.10242259,10.28525872,18.96327567,13.55564813,13.87856144,22.35451626,19.41063614,2.074698032,0.69670535,0,0.041012014,0,1
18,2,3.425232062,5.477515441,7.919481618,4.123729324,4.436549897,3.572591715,5.945074114,7.060776904,6.947583401,6.676092216,12.1174511,10.43630978,11.72691605,8.611705276,8.175074194,7.995981593,25.82028408,14.28438602,26.50637507,15.54708765,16.23274513,20.85519038,13.22949449,1.99981327,1.379353559,0,0.038761019,0,1
19,0.787711387,1.129300103,2.600109685,3.99824117,3.073086869,3.366454582,6.704910296,9.821148755,8.674290148,7.400424309,13.41790457,11.47783928,6.301868205,8.168354673,16.75280437,11.61139163,16.71405461,12.91531627,17.52027141,9.897628571,14.63340908,17.28454923,23.66828475,20.23138654,0.209499683,4.10306629,0,0.03803581,0,1
20,1.946959719,3.442525613,4.948699434,7.540692234,4.860409822,4.637509708,5.683328422,6.648978678,3.652173829,6.128757857,6.703366902,10.31439708,7.582481868,7.538189201,13.17849065,13.38020944,12.54466467,16.45790697,14.58120515,23.3263585,15.46532146,9.765254209,22.0356944,13.47087869,1.810694851,2.090748546,0,0.037701491,0,1
21,2,3.693959866,3.053417303,8,3.712273381,3.782672102,5.737683868,6.164053115,3.403115706,8.783812965,8.06277947,11.2485179,9.613263987,7.535322547,7.710087524,20.01884966,13.74735836,15.11268043,8.961567272,14.88551828,14.30998822,16.48663397,27.78672035,16.23557237,1.887999721,1.790185096,0,0.037580415,0,1
22,1.020014469,1.989444839,2.981324956,4.911457986,4.115446002,4.194469167,7.672030298,8.067256657,9.370051392,8.670120913,11.12354235,10.47571802,12.51693706,6.845776854,14.22443264,10.54186928,14.13448682,19.3382731,12.37122684,15.40749322,17.50695613,13.57226801,20.97488326,22.09467398,0.556109664,3.96106585,0,0.038838762,0,1
23,1.260137473,2.7120791,3.257778906,6.391854002,4.114060422,4.456207529,4.87818013,7.393420817,6.311499531,7.060567016,10.08484888,12.06194641,8.108487656,10.7848847,12.61608496,13.83886,11.43247639,14.28942694,14.56825821,16.42805198,14.67102496,20.81559446,25.97109954,13.66018183,0.857525437,3.748727497,0,0.037386353,0,1
24,1.723783827,3.818316723,5.096437265,8,3.901999354,5.188991488,5.199952308,9.101230708,5.799372944,8.362527601,6.007756421,7.826565864,11.11901381,15.14619209,15.04007856,13.90150389,12.21007865,15.82665889,13.3154499,20.96708085,14.6775556,17.43065473,19.45066849,16.99613113,1.934094451,1.564984709,0,0.03704945,0,1
25,1.681095008,3.890394692,2.58555702,7.583695475,3.953232453,4.705317583,6.974098603,8.32935139,5.879915808,9.197312945,6.508563239,7.691433049,12.32326857,10.01428599,12.89409212,16.01393835,14.6058686,14.33941492,19.76110767,17.48740776,16.38063561,12.02082264,23.16070174,14.99761505,1.538155236,2.806477855,0,0.036982383,0,1
26,1.338121668,2.849725264,1.735089555,4.740548725,2.897954608,4.682314103,6.702637394,7.645454463,7.800589558,9.833869155,9.213040475,10.7388085,9.018059609,6.911757995,16.30515748,16.43042523,12.64306237,11.77934977,14.91040017,10.30741739,15.50103972,17.18734525,23.16212472,14.36739243,0.733392249,3.849362035,0,0.036568569,0,1
27,1.423040585,2.361267774,3.751977602,6.551788393,4.624523657,5.681543423,4.916748547,8.733962703,6.18776705,7.652297786,8.175098593,11.92814414,10.35040556,13.98979166,14.46512091,19.83036182,11.2035667,12.19756456,14.91162296,21.50048303,15.30517931,17.07224917,21.89085537,16.65731581,0.900433949,3.743658062,0,0.04335769,0,1
28,1.988326858,4,5.004778838,8,4.173655211,3.485973009,4.930093468,9.031277518,2.835115578,7.276669372,6.201755266,12.06927169,12.90131803,6.992377832,8.438250839,14.54256282,14.86740539,17.29224336,4.210552415,18.8932117,12.25317821,14.38316092,23.14118091,17.72498837,2.048701062,0.948714491,0,0.061069467,0,1
29,1.092084178,2.453812908,2.069743405,4.449196438,2.704561106,3.658254231,5.47179355,8.009283441,8.327306968,11.26955185,11.60249819,11.51175259,11.76223095,12.20654743,14.24605187,16.45638393,14.7245093,9.57548736,14.84919367,14.8061704,21.85610605,21.94577779,24.97056594,20.22878205,0.670079854,3.888484594,0,0.035189735,0,1
30,1.995842828,3.547622377,4.410986151,6.98159828,4.076279597,4.177135322,5.52833624,9.347003117,4.415058189,7.850424104,5.580854255,10.48943327,7.000473378,12.54689926,13.44630059,12.60102046,14.21572383,14.10769117,19.29820634,21.13197668,13.09010958,12.86589701,23.80406927,12.33053256,1.799446311,2.170218581,0,0.034991278,0,1
31,2,4,4.492414275,8,3.404173178,4.447597989,5.216244289,7.860517759,2.383872152,8.77964435,7.485193721,11.54057572,7.54986638,14.58449091,9.479294477,13.90590305,14.41810888,14.23114396,13.21138031,22.59658246,18.02580058,20.37271517,30.1271627,18.95619663,2.038663535,0.997458249,0,0.034687089,0,1
32,1.19839817,2.320259983,2.661655586,5.915674215,4.102069783,4.324479613,7.082460686,7.352297907,6.766396772,7.828001079,9.583384298,8.847017533,11.03971112,8.248043008,13.43307156,16.41924038,11.05540576,15.23998571,10.83509804,10.92091486,14.29491877,18.26502414,25.15750861,17.77200291,0.830637607,3.813209914,0,0.034030498,0,1
33,1.409688419,4,4.705469059,8,2.912094694,4.058710255,5.4436195,6.774305758,4.502063198,8.221469283,6.453759616,11.0186874,7.26622229,8.779256871,7.702346944,12.07062272,12.43656235,15.33728616,13.82546551,21.45939904,19.18953287,24.05291562,26.06235809,19.94114046,1.900901422,1.767852279,0,0.03346673,0,1
34,1.619394871,3.465758511,3.228150242,6.991450657,3.632232653,4.092215623,4.878164591,8.557501251,5.245909652,9.413753784,7.21436352,9.876724712,10.00901446,10.46797542,11.85846698,14.6806464,13.31305981,14.39832977,16.51725937,18.01991596,16.71359976,14.82574279,26.06735838,16.94999606,1.481005479,2.913775625,0,0.033259059,0,1
35,1.710747112,4,3.063824386,8,3.433092958,4.955461166,6.976526041,7.338728457,4.045925786,9.835327639,5.911172483,8.556770423,12.7003608,8.910040203,11.36114782,17.88376152,14.16229528,11.72322665,12.993468,14.18866855,18.08937488,16.33988608,24.3848186,15.11910823,1.880758838,1.877502944,0,0.03320174,0,1
36,1.659434763,2.784020984,3.477908425,6.664322086,2.645385201,4.264440181,3.812229427,7.055396225,7.162904171,9.190305595,8.044255543,10.48628798,7.125397974,10.45078087,12.87801934,13.1549382,14.00529747,15.91168541,18.96563687,21.78783647,16.2641476,16.1731848,21.14220415,13.37265958,1.318993729,3.235051465,0,0.033078005,0,1
37,1.490621361,3.200436094,5.434618584,7.233305569,3.175339052,3.940865514,5.164274311,10.72657098,5.420629763,6.294772506,6.440283893,8.002663465,7.294658137,13.46425279,13.92579029,7.972510366,16.511824,13.70024823,15.0062225,20.90591134,15.54696325,13.37300797,22.1767099,19.85426338,1.556092393,2.771947558,0,0.03275547,0,1
38,0.993499923,1.160075382,1.948286495,4.491593828,3.245194238,4.045349386,4.745906916,7.576404761,9.00872998,10.0696805,12.25711309,10.9185432,9.455948844,11.01599317,15.46485337,17.13240063,11.7671638,11.03226256,16.6848827,14.05774443,17.56896313,17.79220107,25.36605628,15.47537681,0.346976893,4.064347365,0,0.032701342,0,1
39,1.858614119,4,4.765251712,7.856579401,4.290493887,5.23689256,7.327433747,10.77296046,4.863978508,7.723560906,5.723724052,5.960648251,10.60251104,10.66232714,13.73057441,6.823582538,15.56119863,17.85912756,16.59454515,13.28580773,15.48699413,12.97953942,24.1414814,15.10663811,1.953695257,1.542249049,0,0.032480462,0,1
